Review #,Review,product,delivery,price,service,explanation,,,
470,pwede na dapat sumabi muna si seller na wala ng pink as yun ang order namin tinanung kupa kung available pero pag dating black green dumating ok na lng nandito na eh,0,0,0,0,Seller must says if not available color,,,
471,will give stars only may mantsa yung isang romper yung socks hindin randomly given may pairs at pairs na magka parehas ng design may mos na romper hindi nmn ako nag order ng mos lng hindi nag inform si seller tsk,1,0,0,1,the socks does not came randomly,,,
472,same lang ng ibang lipbalm akala ko po same nung nakita ko sa tiktok yung mag iiwan ng stain sa lips dipo pala pero ok lang mura lang naman po,1,0,1,0,It doesnt leave a stain and its cheap,,,
473,i ordered black sky blue dumating haays sana magtagal tong phone na to salamat na din,1,0,0,0,wrong color delivery,,,
474,sobrang tight ang pagpack ni seller kung kay naipit ng husto ang wet wipesat naging dry wipes na sia dahil napiga ang tubig neto sana nxt time wag naman nio po sanang e pack ng napakahigpit kasi di naman sia fragile esakto lang ng di mapiga ang wipesand the wipes,0,0,0,1,The Seller pack very tight the the wet wipe turns into dry because its squeeze so next time hope you pack tight,,,
475,hindi nkabubble wrap ang productyupi ang mga kahonbuti nlng wlng damage ang product d ganon klakas ang hanginpero ok nrin sakto s price nya,1,0,1,0,the product is not bubble wrapped the box is damage,,,
476,ill give u only stars kase aside sa wrong color sya actually wala naman akong prob sa color pero sana naman sundin nyo ang problema ko lang is napaka tagal ma deliver un lang pero overall it is good,0,1,0,0,long delivery,,,
477,good complete items mabilis shipping kaso lang yung isa damaged pero okay narin you get what you pay for thank you,1,1,1,0,complete item and fast shipping but one is damage,,,
478,ok lang honest review po to sinabihan kona yung seller dati na e proportion ung mga cuttings but di talaga sinusunod kaya stars lang,1,0,0,1,Seller needs to double check,,,
479,good salamat sa pa free na lanyard ang cute sayang at color orange hindi tuloy sila nag match sa color black na cover,0,0,0,0,thank you for the free lanyard,,,
480,okay naman ung tela pero may kunting deperensya lang sa tahi kc may kunting nakalawit na sinulid nasabit kc ung paa ko pagkasuot ko atsaka di sya totally nakakatago ng baby fats,1,0,0,0,the product fabric is good but has small defect with the stitch,,,
481,sorry sellerbut not good to see tha items may mali na color tapos tumbler order ko pero dalawa lang ang dumatingung isa mali ung color black ung order ko,0,0,0,0,Wrong order and color and its not good to see,,,
482,ang nipis hindi makapal hindi individual pack unlike sa ads na makapal and individually pack lq,1,0,0,0,not thick and not individual pack and in ads,,,
483,maayos yung quality kaso napakatagal maideliver dito ni courier ninja van kasi hays i am not satisfied with it,0,1,0,0,has a good quality and takes too long to ship,,,
484,maganda at malaki yung mosquito net kaso manipis yung cotton bed di siya same sa picture na nakapost ni seller,1,0,0,0,gud pero manipis,,,
485,maganda nagsend pa kayo ng pic e mali naman yung dumating black order ko ang dumating gray di niyo inaayos e nakakabwiset kayo tagal pa iship,0,1,0,0,the items that came is wrong and takes too long to ship,,,
486,nag send ng picture si seller before packaging very secured ang bottles individually sealed bubble wrapped then nilagay pa sa box then with bottle wrap ulit vanilla lace at first sobrang tapang na alcohol ang amoy pero after mag evaporate ang alcohol amoy vanilla lace na sya,1,0,0,1,after the alcohol evaporatethe Vanilla lace scent,,,
487,received the parcel yesterday stars lang po ksi mali po yung pinadala na isang bra sa akin i ordered size pero yung dumating is sana po double check the items and the sizes bago maiship sayang po ksi binayad thats why,1,0,0,0,Wrong sent in size,,,
488,goods naman kaso di gumagana yung remote,1,0,0,0,It is good but the remote not working,,,
489,good as a honest review the product aint that really good dumating sya dito ng maitim na yung lens then ayaw nyang mag black sa araw but overall its fine thank u seller,1,0,0,0,the lenses are in black when delivered and its not fine,,,
490,ordered white and pink not the green one ung pink maganda pero ung green nahulog ung switch,1,0,0,0,Good Item but broken,,,
491,base but no mic goods nag quality mura lang maganda ang base sira lang ang microphone nya,1,0,1,0,good the sound is great and the base is good,,,
492,very good scam gusto dalawa ipabayad na order sayo di pa nagrereply sa mga chat nag tatagalog naman kala cguro magbabayad aq sa dalawang order na ksalanan naman no seller,0,0,0,1,the seller does not reply,,,
493,not good mabilis lng malowbat,1,0,0,0,the Item not good and easily lowbat,,,
494,medyo maganda pero hndi good quality,1,0,0,0,kind of a bit good but not really a good quality,,,
495,needs more effort ration to its price doesnt really do anything to be honest pero mura lang naman kung natrually curled naman eyelash mo pwede na rin to sadly hindi ako isa sa mga taong ganyan so this serves me no purpose tas tingan nyo naman spooly nya,1,0,1,0,the item is not good,,,
496,chiffon ang nipis ng tela ok sana ang ganda bgay cia pngbeach bakat ung panty pgsinuot mu cia,1,0,0,0,It is not beach,,,
497,nice product and in excellent condition wrong size lang yung isa if you want to avail for this pm the seller first and ask for the item you want to order if tama bago ipaship,1,0,0,0,the Size are wrong,,,
498,good natagal ng isang oras idk pero nahihilo ako sa hangin na lumalabas dito pero anyway the product is working and malamig ang nalabas duration is plcvld not reiated,1,0,0,0,The product works,,,
499,wrong size yung gray kaya nagtaka ako bakit mas malaki akala ko iba ang sizing magkaiba rin sila ng tela mas smooth yung navy blue yung gray manipis mas rough tapos si kuyang nagdeliver maattitude,1,1,0,0,wrong size received,,,
500,maganda tas ang bilis dimating thank you,1,1,0,0,Its good and fast delivery,,,
501,hindi pa nagagamit ng anak ko sa school natanggal na agad yung power button buti na lang naikabit ko pa,1,0,0,0,,,,
502,madali malobat kahit fully charged,1,0,0,0,,,,
503,manipis di masyado tinted for anti rad ung lens,1,0,0,0,,,,
504,di insakto ang binigay clear black inorder ko pero iba binigay pero worth it parin sa price,1,0,1,0,,,,
505,five sana kaso may mga napunit n parte dahil sa hindi magandang pg handle siguro ng parcel but il ove the color though,1,1,0,0,,,,
506,1010 item reiceved gumagana siya and nag chacharge naman pero amoy sunogchemical siya nung pag ka open ko ng parcel ill edit this pag wala namang nang yaring kakaiba sa product habang nag chacharge,1,1,0,0,,,,
507,okey naman kaso masyado pa malaki para sa baby kong 1month old,1,0,0,0,,,,
508,manipis lang ang tela ng damit tapos ung short pambata ang size d pwede sa malalaki ang balakang pero ok nman ang jogging pants thank you seller,1,0,0,1,,,,
509,maganda yung quality saktong sakto sa binayaran ko pero halos isang buwan nila bago ishipped out nakakaasar lang aaaaaaaaaaa,1,1,1,0,,,,
510,pag nakuha mo yong pulso cguro madali nalang sya thank you seller,0,0,0,1,,,,
511,super hello po maam  andami ko mang pm about sa cancellation ko dahil na double order ko nagpapasalamat nalang po dahil worth it naman po  nagustuhan din ng panganay kong girl buti nalang nadiskartihan ko pa  salamat po,0,0,1,1,,,,
512,na receive ko na po now ung mga item nakaka disappoint kasi pag open ko ng plastic hindi naka sealed ng maayos mga item ko and naka bubble wrap pero sira sa earphones po wala ung plastic na pinaka sealed niya di ko pa na test kung gumagana,1,1,0,0,,,,
513,binigay ko ito sa sister kong grade 9 ni request nya at pag uwi nya from school sinurprise ko sya and tuwang tuwa sya thank you po,0,0,0,1,,,,
514,3 stars sa shipping understandable matagal talaga yung packaging hindi maayos napipi and bukas yung karton sa loob muntik pa mawala yung chord ng charger kase nga open 2 orders ako white and pink then yung white not working very well yung right side nya,1,1,0,0,,,,
515,mabango naman siya pero parang alcohol at the same timee,1,0,0,0,,,,
516,havent tried it yet kulang ng isang cord yung binili ko i bought two neck fan but it only has 1 cable cord wellpackaged naman and mabilis dumating kaso sayang kase need ko pa bumili ng cord,1,1,0,0,,,,
517,good yung name kasi medyo luma na not in a photo na dark black,1,0,0,0,,,,
518,external good poor performance ok nmn ang panlabas pero performance wise hay naku wag nlng grabe tagal mag load d mo ma update ng maayos mga apps kahit malakas na internet sabagay mura lang din nmn u get wat u pay for advice ko you should get a better gadget,1,0,1,0,,,,
519,weak hindi siya water proof hindi rn long lasting,1,0,0,0,,,,
520,the appearance super drained nung dumating and we thought ma ok lang sha after ma charge madali ma charge but hindi na charge yung earphones parang may problema,1,1,0,0,,,,
521,ok naman thank you sana tumagal kasi ang charging pin nya medyo gumagalaw,1,0,0,1,,,,
522,the nails are too flimsy for me then ang hirap pa iapply nung glue also the sizes of the nails are hard to determine like sobrang halo halo na nya the ones na di nakalagay dun sa individual slots its my first time to diy but this set aint beginnerfriendly,1,0,0,0,,,,
523,cheap hindi siya masyado bumubuga ng hangin but expected nmn dahil hindi siya mahal,1,0,1,0,,,,
524,box should have been taped pagkaopen ko nung parcel almost crushed na yung box plastic pa yung laman buti di nabitak,1,1,0,0,,,,
525,magandang color bagay sa room 6m lang to tape made it difficult and easy to have scratches times i have to retouch it since natatanggal agad,1,0,0,0,,,,
526,green and black fast shipping saka maganda yung slippers kaso i clearly ordered size 3839 for both colors pero 3637 yung pinadala sa color black wala din message from them na papalitan nila ng size,1,1,0,0,,,,
527,ok naman cute so far pwede ipanregalo namn etong darating na pasko magugustuhan ng mga bata,1,0,0,0,,,,
528,black po order ko pero blue dumating    diko na bimalik need ko kase agad   yun lang naman concern ko,0,1,0,0,,,,
529,ok naman ang quality ng items yun nga lang black ang inorder ko na cap bakit maroon ang dumatingnext time po tingnan mabuti para hindi nadisappoint ang buyer,1,0,0,1,,,,
530,pink inorder ko ibang color dumating tapos yung isa nailaw yung isa hnd hayss,1,0,0,0,,,,
531,wow ganda nang kulay gusto ko talaga thank you seller,1,0,0,1,,,,
532,310 nung unang bukas ko super bango nag expect ako na ganon amoy niya kapag inispray na pero nung naamoy ko na siya pagkatapos maspray super tapang ng amoy niya pero oks lang naman sa presyo then 35 hours nawawala na amoy niya so nag lolong last naman siya kaya,1,0,1,0,,,,
533,ikaw na ang bahala humusga eto yung expectation versus reality,0,0,0,0,,,,
534,hindi man lang i check before iship may yupi siya and sira yung isa kita naman sa pic i was disappointed but well thankyoy parin seller and rider next time check first before you ship,1,0,0,1,,,,
535,malakas ung tunog atsaka 1day ko plang nagagamit nasira na agad ung button not worth it for its price,1,0,1,0,,,,
536,pambata pala ito para pala ito sa mga teens masyadong flat 2weeks ko n syang nareceived at di maisuot ng anak ko kc flat,1,0,0,0,,,,
537,secured packaging with thick bubblewrap kaso yung 4 na binili ko lahat nagleleak di nakaclose ng maayos yung bote,1,1,0,0,,,,
538,okey naman ang right light nailaw naman sya kaso may konting gasgas at yung stand may yupikita naman sa pictures,1,0,0,0,,,,
539,ok naman kaya lang di nasunod gusto kong color they packed it already before they sent the picture of the items no choice na ko kaya ok na lang at accommodating seller namankaya lng 2 tig p65 wireless order ko and 1 pc wired p85i paid for that amount p264,0,0,0,1,,,,
540,i dont like the color of it and masyadong dark sakin yung shade kaya binigay ko na lang kay mother in law plus the backaging literal na pinasok lang sa black na plastick ni shoppee,1,0,0,0,,,,
541,maganda medyo may dumi at gasgas which is bummer,1,0,0,0,,,,
542,ok lang naman thankyou po,0,0,0,1,,,,
543,hindi siya fast charging,1,0,0,0,,,,
544,sori ylto say di sya nahiyang ako namaga yung lips koganda pa nman nya sana,1,0,0,0,,,,
545,ok naman yung product nakaka dismaya di man lng nilagay sa box or binabubble wrap ng doble puro gasgas yung lagayan kala mo di bago eh hays,1,1,0,0,,,,
546,good okay naman sya good good good good hindi sya kagaya nong nasa picture pero oks lang maganda naman sana di masira agad,1,0,0,0,,,,
547,goods pa rin kasi gagamitin ko lang naman to kapag naiinitan ako sana tumagal alright 3star lang kasi hanggang level 3 lang din yung lakas ng hangin,1,0,0,0,,,,
548,may leak sya and hindi sya galing sa bottle kasi nga hindi oil based yung laman ng bottle i think they did that on purpose para siguro yung expectation natin is ma satisfy for a short of time well nandito na sya so still thank you po,1,0,0,0,,,,
549,im so excited for my mom and dad i bought this para sakanilaok naman yung product sa packaging lang ako na dissapoint kasi walang fragile na nakalagay distorted din yung box as a resulttas may mga dents and scratches sa itemparang 2nd hand tuloy ang itsura and sana magtagal xa,1,1,0,0,,,,
550,gandaa din ng quality but ibang item dumating nung isang inorder ko hays sana naman nag inform yung seller so that iba nalang sana inorder ko  ill give 3 star only be responsible next time po,1,0,0,1,,,,
551,not good hindi maayos ang pagkagawa mas bulky ang loob kesa sa labas,1,0,0,0,,,,
552,sobrang tagal ng delivery more than 10 days hnd dn nakapag reply soon si seller products quality is good para sa price niya,1,1,1,1,,,,
553,boss okay nathank u thank u gid sa uulitin ahsalamat ulitokay naman para lang sa coins to wag kana mag expexvt h sko,0,0,0,1,,,,
554,not good nagustuhan namin ang packaging kaso sa amoy ng choco vanilla di namin nagustuhan kasi parang amoy ihi tsaka medyo masakit sa ilong,1,0,0,0,,,,
555,ok quality hindi ko alam kung ganyan ba talaga yan or not makita naman in video pati sa may control ba dont mind the cake by the way thank you seller at mabilis po siya dumating,1,1,0,1,,,,
556,maganda naman quality pati appearance mali yung kulay and yung size 1100 ml lang eh 2l binili ko pero ok lang naman pero sasusunod po maging honest sa picture,1,0,0,0,,,,
557,high quality sobrang ganda nagustuhan po ng kapated ko,1,0,0,0,,,,
558,parang hindi oil based,1,0,0,0,,,,
559,yung sa lower part yung sa kaliwa mas maluwag kesa sa kanan diko napicturan kase binigay ko sa bf,1,0,0,0,,,,
560,matibay sana may concern lang ako nag add kasi ako for the protection sa iteam pero pag bukas ko original box lang  or yun na yung protection hahaha naka dismaya lang  tapos yung box may folded na siya sana lang tatagal yung iteam sayang naman yung na add,1,0,0,0,,,,
561,di ko gusto ang mga kulay ng random designs ni seller sa medyas,1,0,0,0,,,,
562,hindi sya masyado maganda but pwede na sa price nya sa size sakto naman sa quality not so sure kasi once ko pa lang natry,1,0,1,0,,,,
563,maganda naman sya kaso mali yung isang color na binigay sana na next time paki tignan yung color,1,0,0,1,,,,
564,sakto lang yung smell di ganun kaamoy unlike what other buyers say medyo di amoy yung perfume,1,0,0,0,,,,
565,its far from my expectation pero okay naman yung case is okay lang rin cute,1,0,0,0,,,,
566,ok naman malaki xa kaso ampanget ng pagkatahi sa black parang masisira anytime ok na rin sa price nia thank u pa rin pati sa rider na mabait,1,0,1,1,,,,
567,di gumagana yung mic at volume,1,0,0,0,,,,
568,di ko alam why di siya maggana or baka sa batt ko pero thanks seller,1,0,0,1,,,,
569,slamat shopee ang ganda high quality tlaga ndi ko expect ganto kaganda to ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda ganda slamat sa rider pasensya na exact amount lng,1,0,0,1,,,,
570,thank you ganda ng quality at murang mura nakuha ko sya ng sale at free shipping maraming salamat po sa shop na ito order again soon,1,0,1,1,,,,
571,napakaganda ng lahat ng items na nareceive ko nagustuhan namin ng anak ko excellent quality thank you seller and shopee,1,0,0,1,,,,
572,complete items and all is right color  legit na good quality kylang need more apply kpag light color to achieve ang color na gusto nyo U,1,0,0,0,,,,
573,nice ok naman atvna ideliver ng maayos yung tablet attitude lang yung rider na nag deliver bad service sa courier na yun by the way thanks seller legit tablet sya,1,1,0,1,,,,
574,good salamat shopee at seller at rider and nag deliver very nice quality photochromic eyeglasses o order ako ulit nang marami,1,1,0,1,,,,
575,okey na sana kaso may basag very disappointed pero okey nato hopefully tumatagal,1,0,0,0,,,,
576,grabeh ang ganda  ang lambot pa kala ko di totoo yung piso thank you poh  think you din sa rider,1,0,0,1,,,,
577,super ganda ang ganda sakto lang sa mga baby ko sorry late rating medyo madumi din sapatos hehe more power sa business niyo po very responsive din,1,1,0,1,,,,
578,okay naman fast shippinglove itmaganda ang pagkakagawa sa hair clip sana magtagalthanks seller,1,1,0,1,,,,
579,thank you seller maayos dumating saakin sobrang worth it,0,1,0,1,,,,
580,superrr duperrr ganda ng quality ang mura pa superrr comfyyyy,1,0,1,0,,,,
581,andami pong kulang sa order ko sana po magawan ng paraan so far yung iba naman po goods naman na dumating thankyouu poo,0,0,0,0,,,,
582,sakto yung size ganda po thankyou seller,1,0,0,1,,,,
583,excellent may magagamit na anakis ko para sa hot and cold na baon nia sa schoolthank you seller thank you din kay rider na nagdeliver ingat kau palge sa daan,0,0,0,1,,,,
584,ang ganda sulit ang bayad thanks seller,1,0,1,1,,,,
585,halatang mumurahin sya pero its okay for its price maganda naman yung item malakas sya tsaka madali lang iasemble salamat seller and sa rider haha yie char salamat shopee,1,0,1,1,,,,
586,good job sellerthe item are well packedmaganda nmn msarap suotinmabilis din nashipsalamat seller and to shopee,1,1,0,1,,,,
587,ang ganda talaga kahit cheap price worth it ok na ok sa long walk di nakakatakot na mapigtasan kasi rubber sya hindi rin masakit sa paa nag uupdate si seller at ang bilis pa ng shipping i recommend this shop to my sister super bet talaga definitely ill order again,1,1,1,1,,,,
588,maganda and sobrang sulit thanks to the seller,1,0,1,1,,,,
589,10 out of 10 maganda yung shoes for its price what you see is what you get,1,0,1,0,,,,
590,ang ganda po ng mga itemsthank you po,1,0,0,1,,,,
591,nice ung mga itemsd ko na kc napictureranthank you seller,1,0,0,1,,,,
592,so far so good not tested yet but might edit this later my 1st order on shopee,0,0,0,0,,,,
593,cute po sya and ang bango din po amoy po sya corn and sweet din po amoy nya it arrived safely po kaya thank you po,1,1,0,1,,,,
594,na receive ko na poang cute pala talagasobra nagustuhan ko salamat po,1,0,0,1,,,,
595,ganda nya sa paa super gaan elegant sya tignan pag nasuot na super comfy ang mura nya tas matibay bet na bet ko sya as in parang mamahalin talaga sakto naman ang size nya pero mas bet ko na mag add ng 1 size up para may allowance pa konti,1,0,1,0,,,,
596,oily ambangooo ghorl sobra powdery scent na sobrang bago i labiiittt ughh ambango din ng chance and vanilla lace ambango nila lahat hwhahahhahahah secured din veryy naysss bili na kayo guysss di kayo magsisisi btw ambango ng vanilla lace ang sarap amoy marshmallow na chocolate,1,0,0,0,,,,
597,no damage okay po lahat ng orders ko thank you seller,1,0,0,1,,,,
598,legit tlaga po ang gndah ng pajama sulit pa ang pera thank you rider at shoppe sakto tlaga sa brother ko,1,0,1,1,,,,
599,mabango pareho thank you po will order again,1,0,0,1,,,,
600,grabeee a for effort sa packaging super secured and safe siyang nareceive its also working well thanks seller,1,1,0,1,,,,
601,910 ung blue color nya color cyan which is mas need ko kesa sa red and green un lang overall gumagana namn di lang sya match sa iba kong ledlights pero goods namn,1,0,0,0,Mentions color and overall working condition of the product.,,,
602,napakaganda po ng product at cute po ng mga hairclipsill buy againthanks po s seller,1,0,0,1,Quality of product mentioned,plus thanks to seller.,,
603,nice po talaga sya daphil despicable me,1,0,0,0,Product's appearance and quality are implied to be pleasing.,,,
604,all good super ganda nya sa personal and hindi ako nagsisi magorder order ako ulit thanks,1,0,0,0,Product is described as super ganda in person.,,,
605,bilis dumating ng order hehe will order ulet xl naman medyo masikip pala saken large my fault na rin kala ko sexy pa bewang ko e haha,1,1,0,0,Mention of fast delivery,and the product's size being smaller than expected.,,
606,okay sya pero maliit sizes nya pla kung mag order kayo nito mag add 1size kayo vid and pic are not related for coins purposes only,1,0,0,0,Size is smaller than expected.,,,
607,freesize i thought fit for all sizes di naman pala for slim only kaloka yung shorts e parang 1520 lang waist line nya ang ganda ng tela pa naman at kulay,1,0,0,0,Mention of product fabric quality and the fit,,,
608,thank you seller i received it earlier than expected delivery po ang ganda ng quality ginamit ko muna bago nagrate  ang tagal niyang malowbat,1,1,0,1,Quality of product mentioned,plus thanks to seller and fast delivery,,
609,thank you seller thank you shopee thank you jt madaling kausap si seller,0,0,0,1,Mentions seller being easy to talk to (customer service).,,,
610,may mga tastas yung iba na tahi pero so far ok nmm yung tela at mapresko may mga tastas yung iba na tahi pero so far ok nmm yung tela at mapresko,1,0,0,0,Quality is mentioned in the review.,,,
611,1010 super ganda po ng tumbler nagulat ako ang laki nya over all nice item nanghula lang ako kung paano ikakabit yung sa straw,1,0,0,0,Mention of tumbler is beautiful,big,and nice item,
612,excellent di po kayo magsisi na bumili nito para sa baby niyo before po talaga di din ako nag eexpect na maganda siya kasi nga nasa pics lang at sa price niya pero the quality with its price is unexpected thanks po kay seller and kuya rider satisfied customers here,1,0,1,1,Mentions quality of the item and thanks the seller and rider.,,,
613,black okie namn sana maganda syakaso problema inorder ko white pero dumating itimsana next time tingnan nyo king tama ba ipapadala,0,1,0,1,Mentioned of order color is wrong.,,,
614,gumagana naman kaso mabagal mag charge at mabilis malowbat,1,0,0,0,Working but battery performance issues (charging speed and battery life).,,,
615,worth it naman okay naman sya maganda ang quality domplete lagat ng items definable will purchase again sana mag tagal yung umbrella ang cute nong salamin hahaha medyo nakakalito lang pwro overall maganda naman,1,0,0,0,The quality of item is good and complete.,,,
616,i dont think the color is maroon i think its red but its okay naman no defects,1,0,0,0,Comments on color but acceptable,mentions no defects.,,
617,thanks po at tuwang tuwa ung kapatid ko maganda at kinutingting talaga nya agadkc nung dumating ung products ay wala pa kami sa bahay kaya nung dumating kami ayun agad ung pinagka abalahan nyang pailawin,1,0,0,0,Mentions products are nice and engaging,indicating good quality.,,
618,super legit seller highly recommended bukod sa nagaupdate palage well pack pa ung item  thank you seller,0,0,0,1,Highly recommended seller and the items are well packed.,,,
619,manageable mura ang tyeso not like other brands sakto ung 750ml for my kids para sa school and natest na ng anak ko ung lamig na water tumatagal nga sya kaya happy ang bagets thank you and sana tumagal sya kase its my first time to buy this kind of,1,0,1,0,Mention is affordable compare to others,,,
620,thank you seller ganda ng tela mabango at ganda ng fit sa hubby kofor sure oorder uli ako for may teenager,1,0,0,1,The quality of fabric is good and also the fit.,,,
621,i recomend this shop di ka mag sisi sa binayad mong ang ganda ang gaan pa,1,0,1,0,Recommend the shop because the item is worth it.,,,
622,5 stars yung product 1 star sa standard delivery 1 month bago ko narecieve package pinasa kasi ni shopee express sa ninjavan mabilis naman sila mag ship pero yun nga sobrang tagal ideliver wag kayo mag order thru standard delivery sobrang thankful lang na naka bubble wrap siya d pa,0,1,0,0,Mentioned of standard delivery.,,,
623,maganda at ang bilis dumating pang dalawang beses ko na ito order thank u,1,1,0,0,Mentioned the item is good and delivered fast.,,,
624,nice medyo mahirap lang i connect but overall very nice sound quality 1510 durability 1110 nabagsak ko pero goods pa rin,1,0,0,0,Nice sound quality and durability,,,
625,good product sana d masira agad thanks seller,1,0,0,1,A positive review and the product should not be broken easily.,,,
626,1010 looks good mukang matibay at magtatagal good for its price im size 37 i ordered 3637 maliit sya sakin pero ok lng mganda naman,1,0,1,0,Price is cheap compare to what it looks like,and mentions durability,,
627,ok glad for the purchase but not happy that i received the wrong color from what i ordered no color option should be available sa post nyo kung di nyo din naman follow ndin kung ano ung inorder sa inyo sana nilagay nyo na lang random para di mag expect,0,1,0,0,wrong color shipped,,,
628,i just received my parcel today omg napaganda at napakacute ang ganda sa paa kasi malambot lang syasize 9 ako kaya inorder ko size 40 at yun nga walang labis at walang kulang kompleto din ang order ko salamat po seller at kay kuya paniguradong oorder pa ako legiitt,1,0,0,1,Mentioned items are pretty and legit,,,
629,sakto lng s anak ko yong naorder kong size n xl  nd sya ganon kakapal  sakto lng ang presyo s itsura nya pero maganda nmn  yong isng xxl nga lng na navy blue mejo prng maliit s bewang kesa don same style na gray  overall ok,1,0,1,0,Right prize for the item.,,,
630,1010 maganda po ang item fit lang po sa tenga at maganda rin ang sound medyo matagal ngalang dumating piro sulit ang pag aantay,1,1,0,0,Fits perfectly and sound is good and the order takes time to arrive.,,,
631,710 maganda nmn po syapero need pa rin lagyan ng sapin kase ndi po sya ganun ka cottonpero oknmn po sya sa price thanks seller,1,0,1,1,Mentions price is good for the item.,,,
632,she is good and the color nagustohan ni mama guys bili na kayo super ma gugustuhan yan ng mga mothers nyo check out na walang add to cart order na kaya ano pa gina gawa nyo bili na,1,0,0,0,Mentioned the color.,,,
633,lahat lahat so far maganda naman very affordable ung price at sobrnag ganda pa ng mga flat rubber sandals d ka talaga mag sasawang mag order sa shop na ito kasi kahit kailan d nila ako binigo,1,0,1,0,All items so far are good and the price is affordable.,,,
634,1010 maganda rin that it has cleaning tools,1,0,0,0,It has cleaning tools and good item.,,,
635,arrived on time complete set of items and okay na rin yung quality except for checkered shorts na manipis and ordinarythanks lot for accommodating,1,1,0,0,Arrived on time and with complete set of items.,,,
636,maganda yung quality nya lumiit tlga ang tyan ko maraming thank you seller and sa rider,1,0,0,1,Quality is good and thanks seller and rider.,,,
637,goma na makapal tamang tama sa tag ulan size 7 ang paa ko pero 3839 ang pinili ko kasi un ang nakita ko sa mga reviews and tama naman sya,1,0,0,0,Quality of the item is ok.,,,
638,good quality maganda sya gamitiin dami nya nkukuhang dirt like alikabok  and hair,1,0,0,0,Quality and it does pick up dirt and hair.,,,
639,so happy and satisfied xa lahat ng mga inorder q salamat po excited nakong gamitin para xa baby ko,0,0,0,1,Thanks the items and excited.,,,
640,nice ang bilis dumating ng order q kaso akala q mlaki maliit lng pla pero sulit nmn s binayad q thank you seller at ky kuya rider n kht gabi n dnala parin ung parcel q order uli aq soon,1,1,1,1,Mentioned price is good,also the seller and rider.,,
641,i like it i like the product makintab hope magtagal xa,1,0,0,0,Likes the quality of the product.,,,
642,received my parcel and upon checking po yung item yung isang earbuds maayos naman po yung cover niya pero yung isa para naman po parang nilagay lang at wala pang sealed yun lang po salamat,1,1,0,0,A product review with issue.,,,
643,may mag excess threads lang pero maganda 6th time ko na naorder super dami ko nang nabenta na bralletes yung ibang design damage nasira yung cloth dumikit lang sa tape tsaka yung push up bra nasisira yung foam dahil sa packaging at walang strap na dumating pero dami ko padin,1,0,0,0,Good items and lots of damage,,,
644,kumpleto lahat ang gaganda din ng items lalo na yung lip balm shett definitely will order again at super bilis din nadeliver,1,1,0,0,Complete and fast shipping,,,
645,legit nabili ko ng piso yong item then delivery chrge 58so ipaid 60 pesos onlyoorder ako ulet,0,1,1,0,Cheap and delivered at a price.,,,
646,super cute tuwang tuwa si baby naruto na ang mouse pad nya,1,0,0,0,Cute mousepad and the baby likes it.,,,
647,ang ganda ng color and quality thank you seller for this gonna order again soon,1,0,0,1,The color and quality is good,,,
648,small size dko masuot ung bra parang pambata ung size 32 a,1,0,0,0,Size is too small,,,
649,ok di ko pa na try kung kasya sana effective pero super bilis lng ng shipping thank you seller,0,1,0,1,Very fast shipping and thank you seller,,,
650,legit na maganda thank you po,1,0,0,1,Legit is good and thank you.,,,
651,ok nmn ung fit medyo manipis nga lng tela pero ok nmn  thank u seller  excellent quality very accommodating seller,1,0,0,1,Mentions fit and quality,thanks seller,seller accommodating.,
652,maganda ang qualitymataba lang talaga paa ko kaya hirap isuot true to size,1,0,0,0,Good quality and it is true to size.,,,
653,ok ung items mabait si raider thank you shoopee,0,0,0,1,Rider is good and thank you.,,,
654,all goods malakas sound matagal malowbat at easy to dala lang kase maliit,1,0,0,0,Good sound,good battery and easy to bring with.,,
655,1010 sobrang ganda at affordable    will order again po salamat seller bilis ng shipping,1,1,1,1,Item is good,also the price and the seller,also the shipping is fast.,
656,ok sya kasya sya sa large na body frame ko naalis nya ung bilbil ko pag sinusuot super love it super fast transaction din,1,0,0,0,Fits perfectly and remove the unwanted fats in body.,,,
657,hindi magandaang nakuha swertehan talaga hindi naga charge pero ok lng  salamat sa nag deliver at sa seller more power din po,1,0,0,1,Not charging but thanks the delivery and seller,,,
658,maganda ok nmn kaso maliit skn pero mgand sayng lng ndi kasya skn khit my butas un braok sna kng nagkasya skn mliit lng size nia ala kc tag ng nkuha q kea not sure kng tama un pinada skntnx sa shop nto nasayang ulipera kosana irefound kc mastock lng,1,0,0,0,Smaller size and not fit.,,,
659,ang cute ng wrap nya pwede ng gamitin pang punas punas kung saan kasi nauubos agad yung nursy eh ang mahal eh,1,0,1,0,The item is cute and affordable.,,,
660,i ordered last 515 and received the item 519 the item is of good quality but i havent tried to use it yet i just hoped that it arrived sooner para nagamit ko sa event ko,1,1,0,0,Delivered sooner with good quality.,,,
661,maganda siya sakto size sakin complete order na dumating sakto din color na dumating thank you,1,0,0,1,Right size,color and complete item.,,
662,yes very nice item working naman pokaso yung sa lace maluwang yung lock natatangal sana po magragal at matagal din sana malobat thank you seller very nice quality,1,0,0,1,Very nice and working with quality.,,,
663,good for the price ang ganda hehe tama lang add one size,1,0,1,0,Good price for the item.,,,
