Review #,Review,product,delivery,price,service,explanation,,,,,,
514,2 order ko yun isa ok pero yun isa sira yun case charging,1,0,0,0,One of two items is broken,so product,,,,,
515,wrong item recieved ang layo ng order ko sa item na dumating 2l order ko 1l ang pinadala niyo,0,1,0,0,Wrong item delivered,2L ordered but 1L received,delivery issue.,,,,
516,hindi nag charge ang fan ka inis i hope seller notice me,1,0,0,1,Fan doesn't charge,and hoping seller notices,so product and service.,,,,
517,sinabihan ako na scammer eh dami kung binayaran sa shop mo  kahit gusto ko ipa cancel di ko tinuloy dahil naawa ako sau tapos ganyan i cocoment mo sa akin naka upload jan proof na di ako scammer,0,0,0,1,Accused of being a scammer,relates to seller interaction. So service.,,,,,
518,maganda ung item gumagana naman lahat sobrang tagal lang dumating dec24 aq nag check out jan 2 na dumating,0,1,0,0,Item is good,but delivery took too long,delivery aspect.,,,,
519,not good color black yung inorder ko pero coffe dumating,0,1,0,0,Wrong color delivered,so delivery.,,,,,
520,3 inorder q for 31000 pero nung dumating ung parcel 1 lang ang laman wag basta basta maniwala at magtiwala sa mga scammer,0,1,0,1,Ordered 3 items but only 1 arrived,and warns of scammers,so delivery and service.,,,,
521,bogus walang dumating na item kulang pinadala nyo na item bs nagbayad ng husto yong tao tapos kulang ipapadala nyo bastos na seller,0,1,0,1,Item did not arrive or incomplete,and seller is rude,so delivery and service.,,,,
522,maganda naman yung nails kaso puro tuyo ang mga glue so pano to ididikit,1,0,0,0,Glue is dried up,relates to product quality.,,,,,
523,sira ang items sana sinubukan nyo muna bago nyo pinadala dna ako oorder ule a inyo,1,0,0,1,Items broken,should have checked before sending,so tagged product and service.,,,,
524,mabango sa unaparang 1min wala ng amoy tssssk scamm matagal na nag titinda mama ko pabangong ganito eh mas more on alcohol to not recommend do not buy here,1,0,0,0,Scent disappears quickly,too much alcohol,so related to product.,,,,
525,please stop selling deffective items hindi naman nmin pinupulot ung pera then c seller di rin maayos magresponse do not buy from this shop kung ayaw nyo magsisi,1,0,0,1,Defective items and seller doesn't respond well,so tagged product and service.,,,,,
526,will never order again magkaiba ang sinend na sandals panget pa ng packaging yupiyupi,0,1,0,0,Wrong sandals sent,and bad packaging,so delivery.,,,,
527,sobrang bilis malowbat in just 20 minutes of using it lowbat na agad,1,0,0,0,Battery drains too quickly,so tagged product.,,,,,
528,as expected parang yung tig 50 lang na nabili sa palengke hindi din sya photochromic not sure kung anti rad siya kasi using this while dling my computer job wala pa naman akong nakitang difference,1,0,0,0,Not as described/photochromic,so product.,,,,,
529,thank you sa napakagandang product niyo ang saya saya ko worth it ang bayad oorder ako ulit bukas ng sampu christmas gift ko sayo in advance basag yung ring light kulang yung parts lumihis yung isang part ng stand ang pangit pa ng packaging butas at pitpit yung kahon,1,1,1,0,Broken ring light,missing parts and bad packaging,so tagged product,delivery,and price (worth it ang bayad).,,
530,hinde maganda ang quality at ang sabi may lagayan ng sim wala nman palasaka madaling m lowbatat madaling ma full din tssssk umayos kayu mag benta dahil binabayaran kayo ng ma ayos,1,0,0,0,Bad quality,no sim slot,so product.,,,,
531,ang bobo naman di alam ang color black bakit nman ibang kulay binigay nio sa order ko kaka disappoint di man ako naabisuhan  di ko pa nakabit sana ok sya,0,1,0,0,Wrong color delivered and not notified,so delivery.,,,,,
532,not good madali lang po masira twice lang nagamit sira na kaagad,1,0,0,0,Breaks easily after only two uses,relates to product quality.,,,,,
533,pang boy po inorder ko di po ba kayo nakakaintindi ang simple lang po ng sinabi ko hirap talaga pag tanga tangahan yung seller lagi nag aadjust customer,0,0,0,1,Seller can't understand the simple order and customer is always adjusting,so service.,,,,,
534,not good tiningnan nyo sana ng mabuti kung okay ba yong item na bininta nyo malayo po ako sa bayan para pumunta sa jt office please naman help me na maibalik ito sa sa inyo para masauli yong pero na ibinayad ko,1,0,0,1,Item is not good and seller should have checked,so tagged product and service.,,,,,
535,damage pinadala naka plastik lng wla buble wrapper tas ang gaspang ng bottle hayysss dami ko naorder mali pa damage pa,1,1,0,0,Damaged,not bubble wrapped and rough bottle,so tagged product and delivery.,,,,
536,wrong item ang pinadala imbes na light grey dark grey pinadala tapos sabi new stock daw pero halata naman na dark grey kasi nagtry ako magorder sa ibang store ng dark grey ganun nga ang kulay gaya ng pinadala ng shop na to tapos maiksi pa at medyo maliit compare,0,1,0,0,Wrong item,color sent and is short/small,relates to delivery.,,,,
537,incomplete sila magpadala ng orders then ang siste need mo umorder ulit para maipadala yung kulang nung unang order mo then di naman nila pinaliwanag ng maayos na need mag message para masabay yung kulang na order mo nagorder nga ko ulit 1 pair pero wala di pa din naman,0,1,0,1,Incomplete order and needs to order again and messaging process not explained well,so delivery and service.,,,,,
538,610 ok naman yung una ko noong order actually pangalawang order kona to pero pag tingin ko parang nabawasan at hindi pantay pagkakagunting sa una,1,0,0,0,Seems reduced and uneven cut,so product,,,,,
539,item is different from the picture im so disappointed expectations vs reality talaga ang nangyari wont order again from this shop bye judge nyo nalang nasa pic and from pic nila,1,0,0,0,Item is different from picture,so product.,,,,,
540,scam scam  scam i ordered 3 items pero dalawa lang dumating 10 days pa bago dumating i am very disappointed,0,1,0,1,Ordered 3 items but only 2 arrived and took 10 days,so delivery and a scam,so service.,,,,
541,no good ang layo sa picture talagaa pang cr tong gantong tsenilas,1,0,0,0,Not good and far from the picture,so tagged product.,,,,,
542,i dont mind the bad packaging bukas at butas yung box ng heels pero next time sana tama yung kulay na ibibigay nyo i asked for white you gave ne purple sandals poor and shitty experience you have boooo wag kayo bumili here,0,1,0,0,Damaged packaging and wrong color,so delivery.,,,,,
543,yng items po na isa may mga bakbak posana po sa sunod paki check yng mga items bago ipa ship makikita nyo sa video,1,0,0,1,Some items have dents and should be checked before shipping,so product and service.,,,,,
544,shop na ang benta e walang kwenta hmn magamit ang wall paper dahil walang dikit mga bwisit kayomanloloko sayang lang pera ko sa inyomali na nga pinadala hnd pa nadikitmagsara na kayo,1,0,1,1,Shop sells worthless items,can't use wallpaper because not sticky and wrong order,so tagged product,price,and service.,,
545,black and pink ang inorder ko tapos pink lang ang dumating,0,1,0,0,Black and pink ordered but only pink came,so delivery.,,,,,
546,idk hindi naman 10meters yung roll e umay,1,0,0,0,Not 10 meters,so product,,,,,
547,subpar quality mishandled item may dent sa gitna butas na yung kahon before nila bubble wrap ibig sabihin alam nila na may tama yung item pang regalo pa naman,1,1,0,0,Bad quality,mishandled,dented,and box damaged,so tagged product and delivery.,,
548,damage item and poor customer service fragile item but packaging is so poor that it caused the ring light to be broken upon receipt bubble wrap is thin and already popped raised the issue to the seller but they insist that the product is working naman ayaw magrefundreturn see vid,1,1,0,1,Damaged item,poor customer service,fragile item,bad packaging. All aspects covered.,,,
549,may butas yung parcel wala manlang bubble wrap so hindi secured yung items kulang pa pinadala jusko walang eyelash curler nagbayad naman ng buo pero kulang pinadala neveragain notrecommended,0,1,0,0,Parcel has a hole,no bubble wrap,items incomplete. All delivery related.,,,,
550,dalwa inorder ko pero yung isa hindi nagana i want refund,1,0,0,0,One of two items is not working,so tagged product.,,,,,
551,walang mic for listening lang talaga,1,0,0,0,Has no mic,so product,,,,,
552,di ko ineexpect na ganto ang amoy sabi kase eto mabango wag talagang bibili ng mura mapapamura ka din sa kalalabasan,1,0,1,0,Unexpected smell and cheap,so product and price.,,,,,
553,sira after 1 week working naman kaso 1 week lang sira na,1,0,0,0,Broken after 1 week,so product.,,,,,
554,poor performance is poor product quality is very poor then madaling mag lowbat and matagal mag charge on and off pa when u charge it 100 no good,1,0,0,0,Poor performance and product quality,battery drains quickly and slow charge,relates to product.,,,,
555,incomplete items nghiram na lang kami ng charger and so far gumana naman sya tinanggal ko na din yung request for return since gustong gusto tlga sya ng anak koand pra hindi na ako maabalabut please next time paki check muna yung item before nyo ipack bbli pa tuloy kami ng charger,0,1,0,1,Incomplete items,borrowed charger,and check the item before packing,so delivery and service.,,,
556,bad im sorry but im an unsatisfied costumer di nagana ung charger and pag tapos nun di na sya nailaw  wasnt sailed safely,1,0,0,0,Charger not working,and no longer lights up,so product.,,,,
557,very poor quality kaya very mura kasi very poor ang quality dapat wala n lang strap,1,0,1,0,Very poor quality but cheap and missing strap,so product and price.,,,,,
558,yukot yukot halatang walang pakialam sa satisfaction ng customer kayo kayo lang ata nagpopost dito ng good review basta makapagbenta lang paano babalik ang consumer,0,0,0,1,No care to customer satisfaction and seller is only concerned with selling,so service.,,,,,
559,manipis siya pero okay lang thank you,1,0,0,0,It's thin but okay,so product.,,,,,
560,maganda sana sya kaso kulang nag 10pcs ang pinadala ng seller  verry disssapointed,0,1,0,0,Missing items,so delivery.,,,,,
561,far from the size 36 tag 38 nope 27 inches lng nag try lang ako bumili kaya 2pcs lng binili ko pero no way na uulitin pa,1,0,0,0,Far from the size indicated,so product.,,,,,
562,very low ung nagbayad ka ng tama kaso ang wall sticker na binigay wla ng dikit tapos manipis pa,1,0,0,0,Low quality,not sticky,and thin,so product.,,,
563,okay naman yung sapatos maganda kaso 5 days bago i ship out ang tagal na non pero hindi na package ng maayos nasa box lang sya tapos yung mismong plastic na pag dating sakin wasak wasak na yung box 14 days din bago dumating,0,1,0,0,Delayed shipping and packaging damaged. delivery.,,,,,,
564,maling size wag kyong bumili dito sinayang lang pera ko anlinaw ng order ko size 28 pero ang pinadala paden size 24 pano masusuot ng anak ko to ang hirap na nga kumita ng pera pambili makakatapat kapa ng gantong seller,0,1,0,0,Wrong size and wasted money,delivery.,,,,,
565,ok po ang product kaya lng ang shopee delivery express delivery man ay hindi maingat sa pagkarga ng produkto walang fragile na nakalagay sa labas the way na kinarga ang product is 1 hand lng hindi sya worth it sa binayad na shipping fee kasi trusted ang company na makadeliver,1,1,0,0,Delivery man isn't careful and no fragile sticker,delivery. Ok product so also product,,,,,
566,hndi ko na tanggapsana ma bigyn ng action yung mga driver n tinitake advantage yung parcel na maliit yung halaga kasi binabayaran nila at kinukuha my proof of picture ng delivery pero hndi ko namn na kuhasaan mo bingay kuyashout out po sa driver kung cnu kamn tutana jade cyrus,0,0,0,1,Driver is taking advantage of small-value parcels,so service.,,,,,
567,ito sya oil based pwede na rin hindi nga lang long lasting,1,0,0,0,Oil based and not long lasting,so product.,,,,,
568,mali po yung binigay boxer po yung order at panty short ang dumating panty saka brief lahat i will not recommend this seller malimali talaga yung binigay sayang yung pera d ko magaga gamit to,0,1,0,0,Wrong item and not recommend seller delivery,,,,,,
569,100 so far this is my second order dahil napa dami ng order nagkanda gasgas dahil pinag isa ng balotim so disappointed po kasi puro gasgas na,1,0,0,0,Second order and many scratches because packed together,so product.,,,,,
570,madali ma empty batt,1,0,0,0,Battery empties quickly,so product,,,,,
571,ok sana kaya lang kulang ng 2 usb adapters the seller was not responsive never order again,0,1,0,1,Missing items and the seller wasn't responsive.,,,,,,
572,good maganda sya waterprof kaso mali yung binigay saakin kasi brown black dapat,1,0,0,0,Waterproof but wrong color sent,so product.,,,,,
573,yung pinakapili mo tas iba padin ibibigay sayo na kulay kyng ano pa pinaka ayaw ko mapeperwisyo lang ako kung rerefund ko pa to i do not recommend shops na nagbibigay ng maling order sana sabihin kung walang stock bago irelease bad service,0,1,0,1,Wrong color given and bad service,delivery and service,,,,,
574,ano ba nmn to seller baliktad yung salamin pano ko to magagamit bago sana kayo mag padala i check nyo namn,1,0,0,1,Glasses are upside down,so product and should be checked before sending,service,,,,
575,sira naman to salamin lang magagamit di pwede lagyan ng battery di pwede icharge kasi sira din need refund plss,1,0,0,0,Broken and cannot be charged,product.,,,,,
576,ok ok lng kung d masyadong curly ang hair mo magstraight talaga sya tapos yung heat nya d masyado kaya matagal magstraight,1,0,0,0,Ok if hair not curly but low heat so long straighten product,,,,,,
577,ok received products but not the one i ordered pang gift ko sa niece ko yun kaya yung nasa picture na may stickers ang inorder ko pero iba ang ipinadala si seller first time to order in this shop pero nakaka disappoint,0,1,0,0,Received products but not the ones ordered delivery,,,,,,
578,ok nmn pero sira yung isang led light strip na na tagap ko tas yung manong driver masungit nakaka inis dischashtinngsheet,1,0,0,1,One LED light strip broken,and the driver is rude,product and service,,,,
579,good yung usb charger hindi siya kasyaiba naman ang inilagay na charger but anayway maganda rin manan,1,0,0,0,Good but the USB charger is not compatible,product,,,,,
580,nadismaya ako sa earbuds kase malaki tas lagi nalalaglag sa tenga ko,1,0,0,0,Disappointed in the earbuds because they are big and always fall out of the ear product,,,,,,
581,sayang pera sana tinest muna bago pinadala kaya ko pa naman binili dahil sa bluetooth clicker hindi naman pala gumagana hahahahahaha,1,0,1,1,Waste of money and should have tested before sending,product,price,service,,,
582,wala pang 5meters yun dinideliver 3meters lang nag chachat ako sa seller hindi nag rereply,1,0,0,1,Less than 5 meters delivered,only 3 meters,and seller doesn't reply,product,service,,
583,not same quality as before plastic na sya at madaling mabali tumutungo kusa paktay na cable is so short tt sa jt hwag sinungaling sa pagtag ng delivery status its very unfair to us buyers that you blame us for failing to deliver the item twice happened to me reported,1,0,0,1,Not the same quality and cable is too short. service and product,,,,,,
584,small size ang tsinelas add 2 size s original size,1,0,0,0,Small size add 2 size original,product,,,,,
585,got my order nakaka disappoint lang kasi basag yun light sana next time paka ayos ang packaging,1,1,0,0,Light broken and packaging needs improvement,product and delivery.,,,,,
586,okay lng nkaka disappoint lng kc nkabalot lng sya sa plastic like hello  gagamitin ng baby yun sna yung maayos na pagka pack hndi yung ibinalot lng sa plastic,0,1,0,0,Packaging only in plastic,should have packed properly for baby use,delivery,,,,
587,thank you pa din seller hihihikaloka lang po nd po ako nainform ramdom po pala item nyo iba iba po kc dumating isa lang tumama pero kulang nmn po isa atleast nagtry lang muna mag order sa shop nyo hahaha dalamalala,0,1,0,1,Not informed that items are random and missing one item. delivery,service,,,,,
588,nasira agad defective item,1,0,0,0,Broken immediately so defective,product,,,,,
589,very dissapointed iba ang style ng order ko pero iba ang dumating ano nangyari hays anywayscompy naman syamalamang ibigay ko na lang sa alalay ko salamat sa kuya ridersalamat shopee,0,1,0,0,Different style than ordered delivery,,,,,,
590,mabilis nmn shipping kaso mali nmn size nung gray matanggap ko pa kung wrong color ehpero wrong size pano nmn isusuot dibasaktong sakto lng xxl eh nakakalungkot tlga sayang lng,0,1,0,0,Fast shipping but wrong size delivered delivery,,,,,,
591,maganda and mura magaan sya gamitin excellent quality very accommodating seller,1,0,1,1,Good and cheap,lightweight,good quality and seller is accommodating product,price,service,,
592,napaka layo ng itsura sa personal bogus na seller nagbabayad sa inyo ng ayos e puro kakupalan ginagawa nyo sa customer nyo,1,0,0,1,Far from the appearance,bogus seller,and bad actions towards customer product,service,,,
593,poor i followed the instruction written on the box almost 30 minutes na nga nakababad yung filter with essential oil kaso defective talaga ang product na binigay nyo working lang yung ilaw,1,0,0,0,Followed instructions but product is defective and only light works product,,,,,,
594,di gumagana yung remote control,1,0,0,0,Remote control not working product,,,,,,
595,manipis po siya and di po siya 10 meters gaya nung sabi ni seller 65 m or less po siya 21 feet or less di maganda yung wall ko kaya di siya dumikit ng maayos may bakobako,1,0,0,0,Thin and not 10 meters like the seller said product,,,,,,
596,wrong item delivered seller doesnt send a pic of the item first before shipping it out 99 pesos lang pinagpalit sa pangit na rating at review ng shop hayys sana di bumalik sa inyo mga pinaggagawa niyo,0,1,0,1,Wrong item delivered and seller doesn't send a pic of the item first delivery,service,,,,,
597,basag ang panel panu naman kasi nilalagay ang product sa loob ng other item fix your packaging style rineremejuhan nalang para magamit,1,1,0,0,Panel broken and fix the packaging style product,delivery,,,,,
598,parang alcohol lang siya and sobrang tapang ng amoy diko bet seller hope na maayos yung formula ng scent niyo,1,0,0,1,Smells like alcohol and too strong product,service,,,,,
599,maganda ung design kaso maliit pala ung item hndi pala malaki sa personal super disappointed,1,0,0,0,Good design but the item is small product,,,,,,
600,not good sira yung binigay nyo umiilaw lng bulok scammer kayo,1,0,0,1,Not good,broken and a scammer product,service,,,,
601,sapat lang may lag pa din minsan lalo na ung th40 pang movie and music sapat lng din not recommending the item to others prompts are in chinese so i dont understand what it is well china products naman siya so what to expect however may mga china products naman,1,0,0,0,Product performance feedback.,,,,,,
602,some parts are missing like my brush and the rider didnt know how to return the change lol that busty rider feeling gwapo need to educate jusqo its not fair,0,0,0,1,Issue with missing items and negative feedback on the rider.,,,,,,
603,anlayo sa pic sayang ang pera madaling mapunit mdaling mabakbak mgnda pa quality ng cartolina definitely will not biy this product again,1,0,1,0,Product quality issue and not worth the price.,,,,,,
604,may butas po ang isang jogger pants,1,0,0,0,Hole in the jogger pants.,,,,,,
605,pwede na dn,1,0,0,0,Acceptable.,,,,,,
606,okay but for calls i tried for refund but i cant prove it naman pag yung mic may sira i tried with different people to call me di gumagana yung microphone di nila ako naririnig may ingay daw even though nasa quiet place ako,1,0,0,1,Mic issues.,,,,,,
607,from 3pcs we ordered only one fits the xl size but ordered 3pcs of xl so whats the challenges seller maideliver lang buti na lang meron ako mapagbibigyan kundi sayang lang,1,0,0,0,Size issue.,,,,,,
608,kulang kulang ung items very dissapointed ung thumbler d q magamit until now maamoy ung loob nabutas ung nlalagay na papel kumalat ung chemicals dun sa loob ng thumbler hayss,1,0,0,0,Missing item.,,,,,,
609,maka stress ang product hindi siya oily like ng nasa photo tapos kay ang dapat pa na color hindi tugma sa gi order never again,1,0,0,0,Wrong color.,,,,,,
610,pangatlong order ko na ng cloud pero ngayon lang naiba yung amoy ambaho niya anlayo sa dating order ko sana icheck muna nila yung amoy bago ilagay sa bottle kasi sayang lang 2 bottles pa naman inorder ko and pang 4 at 5 bottles ko,1,0,0,0,Changed the scent.,,,,,,
611,not worth it sobrang hina ng hangin kahit naicharge ko na tapos onti lang part na nahahanginan panget ng item nakakasisi lang,1,0,1,0,Poor performance and low quality of product.,,,,,,
612,parang gamit na ang nipis po nya kumpara nyo sa photo na nakalagay sa post nila at parang gamit narin dahil maluwang at gusot gusot sa likod nya may maliit na butas narin yes mura nga pero sana naman maganda din quality hindi porket mura e pangit nadin next time,1,0,1,0,Product used and poor quality.,,,,,,
613,mali yung order na dumating im so dissapointed,0,1,0,0,Incorrect order.,,,,,,
614,hindi din magamit mali naman pinadaladi ganun kadali mag return inaabot ng 1 week ang pick up sana next time i double check nyo pinapadala nyo hassle sa part namen ng remind paku na dapat sakto ang size,0,1,0,0,Incorrect product sent and lengthy return process.,,,,,,
615,sira yung pinadala na item sayang lang pera ko di nagagamit nakakadissappoint di man lang dinouble check,1,0,1,0,Defective item and waste of money.,,,,,,
616,not recommended sayang pera nio sa shop na 2dko magamit ung back up phone na bnili q ayaw mgchargeyan ang reply nila s akn bawal palitan,1,0,1,1,Item cannot be used.,,,,,,
617,tsk panget pamget wag na kau bumili,1,0,0,0,Poor quality.,,,,,,
618,akala ko water proof hindi pala nalagyan ng tubig mata ko agad natunaw umitim mata ko huhu may iba po kasi na mascara pag malagyan ng tubig hindi nagkakaganyan sorrypo,1,0,0,0,Not waterproof.,,,,,,
619,ano bayan cra yung pang close ng mga plastic  d mn lang tinesting ng seller bago iship  yung ibng items nmn ok po maganda sya  kaso yun pa nmn ang gusto ko para lahat ng dala ko na plastic bag nakaclose,1,0,0,1,Defective product.,,,,,,
620,wrong item po type c order mali ang dumating return ko po,0,1,0,0,Wrong item.,,,,,,
621,sakto lng po pero malaki prin po tgnan ung tiyan kodapat pla small pa ung order kopero ok lng nwala ung pgkalaylay nang bellbell ko,1,0,0,0,Size issue.,,,,,,
622,di gumagana yung itemtinry ko irefund pero yung seller di agad nagrersponse nakakainiswag na kayo oorder sa shop nato magaling lg magreply pag may pakinabang like duhhkakasuraaaa,1,0,0,1,Item not working.,,,,,,
623,nd tumatagal not satisfied nd sya maganda,1,0,0,0,Item not lasting.,,,,,,
624,bakit wala po itong battery very disappointed,1,0,0,0,Missing battery.,,,,,,
625,okay naman ung product pero bat hindi kumpleto seriously 9 pcs ang nareceive kong item na dapat 10 plus the extra ballpen na kasama tapos dapat may 6pcs highlighters sya pero kahit isa wala nasa waybill naman pero wala sa parcel grr,1,0,0,0,Incomplete order.,,,,,,
626,good okay naman sya nung mga ilang days lang then nung nalowbatt yung phone di na sya magcharge po we dont know why so ipatingin na lang namin sa repair shop kung ano yung cause sayang di tumagal thanks seller and sa courrier keep safe everyone,1,0,0,0,Item has stopped working.,,,,,,
627,all black order ko pero white and black dumating and maliit size nila 42 inorder ko pero pang size 40 lng kasya,0,1,0,0,Incorrect order.,,,,,,
628,waste of money i charged it and it takes 12 hrs of charging still not full then when i used it it took only 10 mins and the battery already drained poor product sira na dalawang beses lang nagamit dont waste your money here its a trash,1,0,1,0,Item is faulty and bad value.,,,,,,
629,damaged item may butas po yung pants sana next time edouble check or triple check nyo ung item bago ipadala,1,0,0,0,Item has holes in it.,,,,,,
630,masikip yung bra hindi maganda ung quality,1,0,0,0,Poor product and has fit issues.,,,,,,
631,amoy goma sya ganern aside sa amoy goma sya mali pa yung nareceived ko next time paki ayos naman po,1,0,0,0,Wrong product.,,,,,,
632,not good but not bad nmn kasi nga sa price nia mura my damage sya at my itim sa gilid,1,0,1,0,Product has damage.,,,,,,
633,okay naman lahat ng items kaso kulang pinadala ni seller wala yung frog socks eresponsible seller ayaw mag reply sayang bayad ko sa isang mejas di nya pinadala,0,0,0,1,Missing items and the seller is irresponsive.,,,,,,
634,not good kumpleto 50pcs kaso lng un iba wala tape iba ang laki sa dating order q medjo maliit parang pang newborn dumating,1,0,0,0,Quality is not good.,,,,,,
635,different design iba ang texture ng wallpaper na naiship hindi na siya yung plain na gray na inoorder ko yung dumating sakin may design ng flowers ndi ko tuloy magamit to kc hindi na maganda tingnan sa room kapag paiba iba,1,0,0,0,The design is different.,,,,,,
636,high price low quality may sira ang napafala sakin ang chaka ng color,1,0,1,0,Product has damage and has high cost.,,,,,,
637,why naman ganon size 38 pro prang size 32 sobrang ganda pa naman huhu thankyou padin seller try ko nlng ibenta,1,0,0,0,The size is not right.,,,,,,
638,the best talaga pag jtt door to door talaga sa product namn d nmn color blue tomaputlang color blue syasayang lang,1,1,0,0,Delivery is good but product color is wrong.,,,,,,
639,poor madali mag lobat pangit ng quality fake samsung,1,0,0,0,The product has poor quality.,,,,,,
640,wrong color at may gasgas ang item sira sira ang box kahit balot na balot ang item sa seller ang fault dahil di nag sesend ng picture bago ipaship ang item sana di masira agad,0,1,0,1,The product has damage and sent a wrong color.,,,,,,
641,hindi siya clear glass yellowish siya,1,0,0,0,Not clear.,,,,,,
642,not recommmended yung inpods bukas pa tapos yung charger parang sunog pano ma gagamit yan patapon ang wala yung mga item awit sa seller easy money sa seller wag na kayo bumili dito,1,0,0,1,Not recommended.,,,,,,
643,hindi oil based scamm ampotek sayang pera ko,1,0,1,0,Not oil based.,,,,,,
644,ayun nga 3 ang order k ng dumatinh dito yun 1 item lang ang pinadla at pang 3 items ang binayaran k at yun yung seller ala paramdam d nag respond s akin,0,0,0,1,Missing item.,,,,,,
645,the product is good sadly yong labas ng mist is so mahina and humihinto every 5 mins nagtanong pako sa seller if usual lang ba ganto ill suggest bumili ka nalang ng good quality wag kana umasa sa cheap product ma didisapoint ka lang,1,0,0,1,Product has poor quality.,,,,,,
646,maganda yung tumbler pero mali ang pinadala sakin ng seller nagtry ako icontact sya ng dalawang beses walang sagot hanggang nag automated received na lang sa app ko worst service regalo pa naman sana sa lola lo sa probinsya need nya ng malaking water bottle kaso maliit dumating,0,1,0,1,Wrong item.,,,,,,
647,never again isang suot sira agad,1,0,0,0,Item broken after one used.,,,,,,
648,im so disappointed i expected that the gift if fan and adapter tapos ang dumating dalawang cable protector,0,1,0,0,Wrong order.,,,,,,
649,ok nmn pero ibanf kulay ang binigay iba sa order q,0,1,0,0,Wrong order.,,,,,,
650,i want to return pero na kabit na ng anak ko yung stickers di namin magamit ang straw maikli may kulang na isa pang yube i guess sayangi wanted to buy gor my niece and nephew pa sana kaya sa ibang shop na oang may nakita ako na complete,1,0,0,0,Item is not complete.,,,,,,
651,nag messakayo pinakita ninyo order ko na tama per pagdating saakin ibang number hai so disappointing reredund sana namin kaso na open na dahil nagbakasali ako na baka sa loob tama ang laman,0,1,0,0,The order is wrong.,,,,,,
652,wrong item maganda naman talaga yung lip balm i just need the color changing knowing anong klaseng lips ang meron pero ayan colorless nareceive ko nakabili nako noon ng ganto color changing sayang naman parin pera ay nag antay pako ng payday para makatipid sana di maulit yung ganto,1,0,1,0,Wrong item color.,,,,,,
653,ang panget po sa personal pero worth it sa price nya maliit din yung mga sizes nila,1,0,1,0,The item is poor in personal.,,,,,,
654,hindi gumagawa kapag hindi nakasaksak pag tinanggal mo kahit gaano katagal i charge hindj sya gagana smells like burning plastic too,1,0,0,0,Item is not working.,,,,,,
655,may gasgas na very disappointed po pero magagamit panaman,1,0,0,0,Item has scratch.,,,,,,
656,maganda ang qualityperfect sana kung complete strap,1,0,0,0,Item is good but not complete.,,,,,,
657,thank you sa product nyo maam kaso nabasag po sya,1,0,0,0,Item has damage.,,,,,,
658,bakit naman po ganun my butas ung pinadala ninyochinat ko naman kayo before ako mag rate eh wla d man lng nagrereply tapos nakalagay sa picture nyo pasando pero crop top palamanipis lng pala sya hndi makapalhndi sya pwedeng pang bentaganun din sa bralette manipis din,1,0,0,1,Item has wrong color,seller not responding.,,,,,
659,okay naman sana yung texture kaso ambilis po masira sumasama yung color nya nung tinanggal yung tape i dunno pero gusot gusot din and madali sya magasgas sad yun lang po baka okay naman yung ibang items malas lang siguro akot binigyan ng may diperensya pero masarap yung fried rice,1,0,0,0,The texture is good but gets ruined easily.,,,,,,
660,fake not working sira yung item hindi gumagana sira nung dumating saakin ayaw nila palitan,1,0,0,1,Item is fake and not working.,,,,,,
661,not photo photochromic yung isang lens baliktad yung kabit,1,0,0,0,Item is fake.,,,,,,
662,very low quality madali sya malowbat as in kkcharge lang lowbat agad sayang pera ko dalawa p nmn inorder ko,1,0,1,0,Low quality and item easy lowbat.,,,,,,
663,d sya gumana bebs kala ko ung battery may deperensya ung shaver tlga kc nakailang bili nako ng battery and then tinatry ko sya sa wall clock namen gumagana sya tapos nung tinray ko na sa shaver ayaw na gumana literal na,1,0,0,0,Shaver isnt working.,,,,,,
664,ok lng pero hindi samsung ang product at may kulang na pen at stand na lalagyan so sad thats not fair,1,0,0,0,The item is not samsung.,,,,,,
665,hindi naman ganyan yung kulay at design na nasa picture na inorder ko,1,0,0,0,The color and design of the item is incorrect.,,,,,,
666,bakit iba naman ung dumating hmm 2l ang order ko pero bakit ganito ang liit,0,1,0,0,The product delivered is wrong.,,,,,,
667,the product was surely nice pero after i used it twice nadetached na yung wand shaky ung wand niya nung una kong gamit akala ko ganun lang kaya binalewala ko,1,0,0,0,Item broken after used.,,,,,,
668,good ok sana ang products pero na disappoint ako sa item kc missing ang usb niya nawawala bluetooth lang available pero useless pa rin kc ayaw mag pair nakakainis lang gamitin  sayang lang pera ko dito,1,0,1,0,Missing usb of the product.,,,,,,
669,not worth it please do not order sa shop na to they sent me a defective mouse may scratches and stains yung pad na parang gamit na tas yung box sira and tampered na parang galing sa ibang tao na binalik sakanila dati tas sinend sayo the seller wont even,1,0,1,1,Defective mouse sent.,,,,,,
670,hindi gumagana i wish i can return it hindi sya gumagana waste of money,1,0,1,0,The item is not working.,,,,,,
671,parang di naman to cloud,1,0,0,0,The scent is wrong.,,,,,,
672,poor wrong color i remember yung order ko color grey tapos ang dumating color green ok lang sana kaso hindi naman ako inupdate na wala nang color grey very poor battery grabe 56 pag off ko tapos pag open ko ulit 3 nlang ang sabi 10 hours ang life capacity,1,0,0,1,Wrong item color.,,,,,,
673,very late dumating ang item i ordered the item last nov 14 and dumating sya november 26 lampas 2 weeks ako nag antay and mukhang madaling masira ang item,0,1,0,0,The item got delivered late.,,,,,,
674,incomplete orders tapos hindi responsive sa refund and all,0,0,0,1,There are incomplete orders.,,,,,,
