Review #,Review,product,delivery,price,service,,,,
485,thanks seller ang ganda ng product i like it,1,0,0,0,Seller ang ganda,,,
486,akala ko nagcocolor kasi dun sa picture linagay sa kamay nag kukukay pero hindi pala ok lang naman yung smell nya thank you seller,1,0,0,0,Nag coocolor pic,,,
487,3 stars lang muna sa ngayon kase yung remote chinese chinese di maintindihan haha nag search na lang ako sa google ng kaparehas para may ma compareran anyway babaguhin ko yung rate ko kapag tumagal sya ng 1 week,1,0,0,0,Three Stars remote,,,
488,swertihan lang sa mga item na makukuha or idedeliver sayo yung isa kong naunang inorder all goods ang quality pero itong 2nd order ko e may kalawang at gasgas yung item,1,0,0,0,Item nagkalawang gasgas,,,
489,hindi tunatayo yung stand hindi nya kinakaya yung bigat ng cp kaloka pero yung pang selfie bluetooth okay naman nagana naman,1,0,0,0,Hindi tuna tayo,,,
490,im not happy hindi ganun kalakas ang sunction kahit buhok na nakakapit tagal higupin at napakaingay but pwede na din andito na ehat mabigat sya for a gadget na handheldafter lang ako sa uv light para sa bacteria dun lang ako natuwa,1,0,0,0,Hindi masaya Malakas sunction,,,
491,nothing is special feeling ko dali lang masira but got this as free lang kasi kung totousin pwede na rin pwede na din haha,1,0,0,0,Dalilang masira,,,
492,na deliver naman agad kaso hindi ko bet yung print ng square pants sa picture lang maganda,1,1,0,0,Square pants,,,
493,not well package even a little bubble wrap buti hindi na basag pero yupi2 un box ng nail polish,0,1,0,0,Nail package bubble wrap,,,
494,hindi nagana mouth piece niya,1,0,0,0,Hindi nagan mouth,,,
495,i expected too much sa wipes kasi akala ko malaki pero maliit lang pla sya even ung mismong wipes nya naliliitan ako pero oks na rin for the price,1,0,1,0,Wipes is not good for its price,,,
496,madali lang malowbat madali lang sya malowbattinray ko nka 1 lnginabot lang hanggang 1hr and 40mins,1,0,0,0,Madali lang,,,
497,mali ang kulaypink ang dumatingeh lalaki anak kokaya black ang order konext time please yung tama ang ipadala ninyo,0,1,0,0,Next time ipadala tama,,,
498,so so dented tagal pa iship out sayang wala option ng refund sinobrahan yung ibang item siguro alam na dented pinadala,0,1,0,0,Tagala dente ipaship,,,
499,i like the style the items are in good condition but the size is to small parang pang size 32 lang ung size 36,1,0,0,0,Items is good pero size small,,,
500,actually 3 stars lang pagka received ko ng package halos dikona ma muk haan bog bog na bog bog and may tape sa below ng lalagyanan ng item parang nabuksan na wala pang charger na naka lagay gosh pero safe ang items,0,1,0,0,"Delivery, box damage",,,
501,sorry po hindi ku po na pictureran peru ok nman po kasu lang natatanggal po sa labi,1,0,0,0,Mentions the product's quality regarding how it stays on the lips.,,,
502,good quality maganda ung itemsuper nice kasya sa bb ko kaso maliit nalang ung allowance hehe baka next month di na kasya,1,0,0,0,Mentions the product quality and fit.,,,
503,ok naman malaki at mabilis delivery kaso sobrang bilis ma lowbat d rin makapag download ng new versions ng games ang pamangkin ko kaya 3 stars lang pic and vid not related,1,1,0,0,Mentions the size, delivery speed, and battery life.,
504,ok lang nice slippers pro maliit sa akin binigay ko nlng sa anak ko gusto rin nya at kasya nmn thank u parin seller god bless,1,0,0,0,Mentions the product, size issue and that it fits her child.,,
505,well packed the fabric is kind of rough in the skin at mainit ang tela di rin ganun kapulido ng tahi its just right for its price,1,0,1,0,Comments on the fabric quality, stitching, and its worth for the price.,
506,good quality pero kid size kahit medium po yung size talaga large pa rin po inorder ko para may allowance maganda po ung pants malambot and expandable yun nga lang need talaga siguro x2 sa size mo ung oorderin mo suggest ko lang na paki specific naman po ng product,1,0,0,0,Mentions the product quality, size issue, fabric texture, and need for specific size instructions.
507,its just right for its price not the mouse pad is poor the mouse gets slower when you use with the provided mouse pad the mouse itself is a lil bit slow and noisy but its affordable,1,0,1,0,Mentions the value for price and quality issues with the product,,,
508,maayos ang pagdeliver on time  okay yung product kaso may isa na merun damage,1,1,0,0,Delivery was on time but the product has some damage.,,,
509,quality is good but the sizing of the item is too small even if ive already chosen the largest size still it didnt fit me even though i dont have a big boobs pader,1,0,0,0,Mentioning about the quality of the product but the sizing is too small.,,,
510,approve maganda naman siya kaso maliit lang and medyo malayo yung color sa pic sa mismong color in person nakakaloka pero gel naman siya and medyo matapng din amoy pero normal lang naman yun sa gel polish 710,1,0,0,0,About the look and color not matching on picture vs in person, the size and the smell.,,
511,parang styro looks nice from afar pero u get what u pay for not heavy sole feels like a thick styrofoam the leather also feels like that styrofoam from your packed meals pero wearable sya  good for ootds without the need to walk a lot comfy naman sa paa,1,0,1,0,Mentions the product's material, feel, and comfort level and implies its worth based on the price.,
512,maganda siya isa lang issue sakin may yupi yung isang paa ng stand pero di ko din alam kung si seller ba at fault or yung rider pero dun sa box na pic naman makikita na ayos naman yung box pero di ko na ibabalik since magagamit ko naman kahit,1,0,0,0,Comments about the product quality and the item being dented,,,
513,ibang design nman binigay nyo sakin kya nga pumili aq ng design tpus di nman masusunod,0,1,0,0,Received the wrong design.,,,
514,maganda thank u seller sobrang na enjoy ko po ung fake nails na to parang totoo tlg nalungkot lng ako kc ung isang glue tuyo sana nacheck muna bago ideliver,1,1,0,1,The product is nice but the glue is dry, suggesting the seller should have checked before delivering.,,
515,nagaauto stop after 5 to 10 mins of using diko sure if ganon talaga,1,0,0,0,Product quality - Auto stops.,,,
516,fine works fine for its price hindi umiilaw yung isa pag nagchacharge and i thought sira siya pero no charging parin naman pala its very light also theres no spare buds and if larger than original yung buds mo di siya kasya sa case,1,0,1,0,Works fine but the product has some problems with charging,,,
517,low quality maganda nman sana kahit low quality ang prob lang di ni seller cheni check cguro kaya ung isang item di gumagana ung sa right side nya na fan walang action kahit nag pm nako thanks nlng,1,0,0,1,The fan doesnt work on the right side and the seller didnt check before delivering, also the product is low quality.,,
518,not satisfied sad to say ang sakit nya sa paa although goma sya ang bilis din nya magasgasan dumating knina sinuot ko agad tapos na gasgas agad natanggal ung kulay black pa nmn ang liit din ng size kahit 4041 na yung kinuha ko sayang excited pa nmn ako,1,0,0,0,Commenting on the comfort, durability and size of the product.,,
519,not good ung bricks ang nabili ko 50 pcs maganda naman sya kaso not sure sa dikit kung tatagal kasi nakaka 1 day plang natatanggal na ung dikit nung iba at ung pagkakagupit pangit hndi pantay may maliit may malaki,1,0,0,0,Quality issues with the adhesive and cut of the bricks,,,
520,ang nipis pala ng per roll eh meron akong nabili sa ibang store na doble ang kapal kaysa dito pero same price lang disappointed sa nipis ng roll pintuan nalang dinikitan ko pero dalawang roll na naubos but thank you parin maganda naman kulay,1,0,1,0,Disappointed about the thinness of the roll, but like the color. Dissapointed since its same price from other store but has double thickness.,,
521,peach bloss po ung inorder ko pero iba ung dumating,0,1,0,0,Wrong item received,,,
522,3 star lang po kase hindi nasagot sa mga chat ko yung seller at di rin po agad na ship medyo panget lang pag dating sa pakikipag usap yung seller pero maganda po yung tumbler good quality hindi peke at hindi rin copy legit tyso tumbler po sya salamat po,1,0,0,1,Giving the seller 3 stars because they're unresponsive, the shipping isn't fast but the tumbler is good and the quality is great, also not fake or copy.,
523,pang punggos lang pala kala ko pang head band sya well thanks parin seller at kay kuya rider,1,0,0,0,The product cannot be used as a headband as expected,,,
524,items received ok naman sa price nya dont expect too much nga lang pero nice sound hindi masakit sa tenga sobrang bilis nga lang malowbat tinry ko muna kasi before ako mag review akala ko din laruan ung freebies anyways thank you pa din po sa pafreebies nyo,1,0,1,0,Okay for the price, the sound is nice but the battery drains fast.,,
525,lip theraphy magic dw eh pag pinunasan wlang natira kalukuhan yang trending nayan nabudol nanamn ako,1,0,0,0,Doesnt work as advertised,,,
526,its nice and all kaya lang nahirapan tlga ako maglagay ng glue i was so excited pa naman cause i want to try putting on fake nails but the glue is mahirap naa ikabit like yung skin ko lang yung nalalagyan next time i think i should buy the glue,1,0,0,0,Having difficulty on placing the glue, only the skin is being applied with the glue.,,
527,diko napansin if pare parehas ba size pero yung iba sa naorder ko is masikip i ordered xxl but di yata parehas ng sizing,1,0,0,0,The sizing of items are not the same even though it was ordered xxl.,,,
528,di naman sya xxl ang sikip nya parang large lang ang sikip para sa 34 waist dapat medyo maluwag kung xxl eh di match ang size nya,1,0,0,0,The sizing is not match with its actual size, too small.,,
529,di ko na napicturan ang liit pala saken ng size 37 sayang huhuhu mukhang barko paa ko eh hahahaha btw all in all is good,1,0,0,0,The size 37 is too small for her,,,
530,nadismaya ako sa print brand sticker lang palaakla ko nakabordamatanggal lang pala,1,0,0,0,Disappointed with the sticker print,,,
531,good sabi lipbalm which is lipstick siya tas amoy nakakasuka idk basta di maganda yung amoy for me but thank u,1,0,0,0,The lipbalm is more like a lipstick and has a bad scent,,,
532,di cya gano kabilis sa netloading and loading mura lang kaya cguro ganun,1,0,1,0,Slow in netloading, probably because its cheap.,,
533,yung socks 15 pcs order ko pero yung isa napakalaki nang pair nya as in hindi sla pariho dirty white tsaka white yung ibang shoes ok naman pero sobrang nakapanipis nang tela pero ok naman sa prize nya mura lng nmnmalambot sa paa,1,0,1,0,One of the pair is too big and the cloth is too thin but its okay because its cheap.,,,
534,ok size xl pero parang medium lang,1,0,0,0,XL size but it feels like medium.,,,
535,3 stars hindi maganda ang pagka tahi niya as you can see nmn hindi xa pantay hindi lng cguro na check ng maayos pero ok nmn ang quality d ko lng xa nagustohan masyado kasi parang defective,1,0,0,0,The stitch is not good and not pantay, maybe the seller didnt check it properly, it looks like defective.,
536,yes mabilis sya matanggap and wlang bango or lasa super dry sya kaya pag nailagay mo sya s labi tas kumain ka magkakalat sya ksi mabilis lng matanggal then dumikit s kutsara or straw,1,1,0,0,Mabilis matanggap, no scent or taste and super dry.,,
537,ang ganda po sana ng earpuds pero lowbat nung dumating din chinarge ko nung ginamit ko walang kalahating oras namatay din kunting galaw namamataythe earpuds are ugly they are easy to wear out the voice is ok it just wears out easily and it dies immediately even if it is,1,0,0,0,The quality and battery of the earpuds are not good.,,,
538,not good ang pngit ng pndl nyo blgtad lgyan ng tape nkkdisapoint umordr dto,1,0,0,0,The product is not good and it was placed upside down then it was taped, nakakadisappoint,,
539,hindi ko na receiv to nilolook forward ko pa naman kasi ang mura lng dito yun pala hindi na sama ni seller okay lang na refund naman forda coins nalang ang rating na ito,0,0,1,0,The item was not included and refunded,,,
540,ok nmn ang unit kso ung isa unit natangal ang screw or nuts nung fan ng purifier kya pla upon opening maingay ng sobra buti anjan hubby ko to open the unit and fix itseller is not that helpful d mxdu sa nkakaintindi ng tagalog nxt time check nlng po,1,0,0,1,The fan unit has a detached screw and noisy because of that, seller is not helpful.,,
541,im so sorry pero nahihilo ako sa amoy huhu baka iba iba lang talaga tayo ng preference sa scent the smell lasted very long which was good too bad i didnt like the scent lang pero the packaging is great considering that its a fragile item,1,0,0,0,The scent makes her dizzy.,,,
542,nakakakaba kasi parang mabilis siyang masira tipid sa bubble wrap kahit nag request na ko sa seller to secure my order yung sa bandang phone holder yung bandang suotan eh wala nung para sa turnilyo useless yung isang pampaikot ng holder good thing ayun umiilaw naman siya sana magtagal,1,0,0,1,The product seems to be easy to break, seller didn't secured the product even if there's a request.,,
543,i ordered 3 blue pink and green i noticed that the blue one yung sa right side hindi gumagana yung ilang hole na dun lumalabas ang air but still my kids loved it,1,0,0,0,Blue one doesn't work on the right side.,,,
544,pros mura maganda gamitin if mainit malaki can be shared by 2 people kasya 3 cons nit efficient to use when its raining ginamit ko agad yung akin pero lumusot ang rain water,1,0,1,0,Okay to use because its cheap, can be used by 2 people, good for summer but if used when raining it leaks.,
545,good okay naman po ung product over all kaso wala pong sticker na kasama and hindi rin po naka bubble wrap pero buti nlng d po nabasag,1,0,0,0,Overall the product is okay but there are some missing items and didn't bubble wrap.,,,
546,idk hindi sila pantay mas malaki yung black kaua i will give this 3 stars,1,0,0,0,Not pantay and mas malaki yung black.,,,
547,ok nman sana yung bra pero yung panty kamusta nman kaya nga xxl na inorder ko para sure kamustahin mo nman yung sa legs sana po next time tantyahin nyo naman kaya nga xxl expect nyo na malaking tao magssuot,1,0,0,0,The bra is okay but the panty isn't, too small.,,
548,i guess ang purpose ng stickers ay pang takip ng gasgas but over all the quality is good,1,0,0,0,The quality is good but there are some scratches covered by stickers.,,,
549,natagalan bago dumating kc nanibago c kuyang delivery mas nauna pang dumating yung huli kung order tpos nung dumating yung medium kasin laki lng ng small na naunang naorder koending d nagamit ng pamangkin ko kaya binenta nlng nmen sa iba kaya oorder nlng ulit kmi pero sna dis tym,0,1,0,0,Late delivery, the size is just as small as the previous order.,,
550,black super ganda po thank you seller order ako ulit sana ganitu parin ka ganda,1,0,0,0,Super ganda.,,,
551,mabilis yung delivery 3 days ang nadeliver agad ung item yung quality ng item sakto sa price saka yung kulay din nasusunod,1,1,1,0,Fast delivery and the quality is sakto for the price, the color also is the same as ordered.,,
552,good maganda good cya pero kala ko matagal malowbat dipa nag one hour na lowbat na po pero okay po goods yung items,1,0,0,0,Good, maganda, but the battery doesn't last for one hour.,
553,okey narin deley po pag naglalaro ng codm kahit nasa game mode nako deley po talaga mga 05 sec not recommended for gaming pero yung sound solid lakas,1,0,0,0,The game is deley when playing codm, not recommendable for gaming but the sound is good.,,
554,i finally received my order after one week of waiting pero parang iba yung amoy niya sa cloud tapos ang daming leak kahit naka bubble wrap,1,1,0,0,Received the product after one week of waiting but it has a different smell and a lot of leaks even if bubble wrap.,,,
555,malakas naman ang usok pero walang amoy ng essential oil same essential oil gamit sa kwarto but different humidifier,1,0,0,0,Malakas yung usok but doesn't have the smell of the essential oil that is used on the room.,,,
556,masyadong maliit ang medium suggest ko dapat 1 size bigger,1,0,0,0,The medium is too small, suggest to make 1 size bigger.,,
557,ok na sana eh gusto ko lahat ng kulay na dumating kaso nga lang xxxl size na order ko ung dumating xxl first time ko pa naman mag order sa shop na to ok sana kahit ibang style na ung binigay basta tama ung size,1,0,0,0,Wanted all the colors to arrive, but the size xxxl is the size xxl that arrived, other style has been given but the size must be correct.,
558,okay naman yung productitem ang cute,1,0,0,0,The product is okay and its cute.,,,
559,hindi nasunod ung kulay na dark color sa panty  gusto ko kasi dark para di dumihin di mahirap tanggalin mantsa  pero ok na rin andito na east pa ba,0,1,0,0,The color of the panty is not the same with the ordered panty, wanted it dark so that it will not be dirty easily.,,
560,disappointed lang konti kasi bluepink ombre yung order ko pero pink binigay nila pero okay na dn gusto ko lng talaga ng motivational water bottle so far nakakatulog naman sakin linisin nyo lang maigi para walang aftertaste ung tubig nyo babad overnight sa watersoapbaking soda,0,1,0,0,The bluepink ombre is not the color that arrived, the color that arrive is pink.,,
561,kaka tanggap ko lang po ng order 101821at mabilis nmn yung shipping but sadly pagkatapos kung ma unbox at ginamit around 2030mins hindi na po siya gumana whyy,1,1,0,0,Shipping is fast but the item doesnt work after using it for 20-30 mins.,,,
562,ndi yan ang inorder ko order q yung parectangle n water bottle pero yung ibang designed ang nareceived ko hindi ako nainform ni seller na hindi yun ang ipa2dala niya wla din send ng picture bago mag shipped ng items,0,1,0,0,The item is not what she ordered.,,,
563,wrong designcorrect sizefast delivermalambot sa paaworth ang price sa qualitysa design lang ako mdyo nadismaya kasi mali ang narecieve ko,1,1,1,0,Wrong design and fast delivery.,,,
564,the quality of my orders is good may konting amoy yung face masks and manipis sila compared dun sa nabili ko the last time im giving the seller 2 stars due to incomplete yung pinadala nya as you can see on the photo nag chat ako kay seller at hindi,1,0,0,1,Quality is good, but the product is incomplete.,,
565,it feels different than what i bought before sana lang hindi mabilis masira manipis lang yung cloth part,1,0,0,0,The cloth part is too thin.,,,
566,di nasunod yung kulay at design na gusto ko bagaman tama yung dalawa pero di doon sa isa at wala man lang pasabi napapalitan niya sa random na lang sana ako pumili nakamenus pa ako sana naman tanungin niyo yung buyer kung pwedeng palitan yung item na inorder nila hindi,0,1,0,0,The color and design are not followed,,,
567,malambot nakakadismaya lang kasi yung inorder ko old rose pero yung dumating violetsana naman nagsabi kayo na walang available,1,0,0,0,The item is soft, but the old rose didn't arrived and the color is violet.,,
568,good quality pero my napasama na isa color brown parang seda xa mainit xa pero the rest ok nman lahat,1,0,0,0,The product quality is good, but the other color is brown and its hot.,,
569,thanks sellermaganda naman sya at komportable pag sinuotkaya ung packaging kaya medyo tupi yung sapatos,1,0,0,0,The product is good and comfortable to wear.,,,
570,working naman pero may sira yung ibang keys hindi kumakagat sa board yung ibang keys add 100 characters to earn 04 coins,1,0,0,0,Working but some keys are broken.,,,
571,hindi ko alam kung anong amoy nito parang amoy alcohol ge tey ko sa damit amoy alcohol lang,1,0,0,0,Smells like alcohol.,,,
572,ok naman kaso green order ko blue po dumating,0,1,0,0,The product is ok but its color blue and not green.,,,
573,rubber material malambot to the point na parang mabilis mapudpod okay naman kaso sobrang maamoy yung rubber na parang konti na lang hihikain ka na sa amoy maliit ang sizes add 2 sizes up sa original size ng paa mo,1,0,0,0,The material is too soft, not durable and smells like rubber.,,
574,d maxadong maganda ung klse ng bra napaka nipis ng foam but it was good for the prize,1,0,1,0,The bra is not good and too thin but it was good for the prize.,,,
575,mahina ang mic didnt give 5 star mahina ang mic other than that wala ng ibang issue  good job kay kuya rider mabait,1,0,0,1,The mic is mahina, rider is mabait.,,
576,iba po ung itsura nya tas black po ung order ko pero nung dumating blue syaka mabilis na malowbat,1,0,0,0,Not the same with the picture, the color is blue not black and it drains fast.,,
577,ok namn mejo matagal lobat kala ko original di rin palabut its okthank you po,1,0,0,0,The battery last long, not the original one,,
578,ok naman pang lipstick na texture lam nyo na un pagpinunas mo yes matatanggal pero meron din konting magsstay siguradong my babakat na lipstick sa facemask mo para syang ordinary lipstick maganda ung color,1,0,0,0,It is like a lipstick, removes when wipes but has a stain, has babakat when wearing face mask, it has a good color.
579,its okay dumating na may bubble wrap but wala syang box basta lang binalot sa bubble wrap gumagana but madalas biglang magauto disconnect sa bluetooth kahit di pa lowbat 5 hours ko nagagamit bago icharge walang maayos na manual yung airpods so talagang tutuklasin mo on your own mura lang,1,0,1,0,It arrived with a bubble wrap, no box and always auto disconnect even if not lowbat, needs 5 hours to charge.,
580,so far okay naman siya fast charger talaga  hope di topakin paglumipas ng ilang linggo,1,0,0,0,The fast charger is ok and works well, hoping it wont be topakin when time pass by.,,
581,good ok naman sya nagustuhan ni partner kaso wrong color grey yung inorder ko bakit blue ang dumating,0,1,0,0,The item is okay but it has a wrong color, wanted a grey but the color that arrived is blue.,,
582,rcvd item fast delivery packaging 5star may dent ung item pero ok nlng din,1,1,0,0,Fast delivery and has a 5star packaging but the item is dented.,,,
583,di ko bet yung amoy iba siya sa ibang cloud na nabibili ko may halong amoy goma siya but pag tumagal naman na ok naman na yung amoy kaso pag sa unang spray ewan bumabalijtad sikmura ko sa sobrang tapang na ewan pasensya na po but ok naman sya di,1,0,0,0,The smell is not good.,,,
584,malambot ung sole ang dumi ng sintas at ung gilid ng shoes parang ginamit na nakakadissapointed ok na sana even tho masyadong mlambot ung rubber nyasira sira pa ung kahon nya,1,0,0,0,The sole is too soft, the box is sira sira.,,
585,i order black ang purple lining but ang dumating brown and ang tagal nya uminit,1,0,0,0,Wanted a black with purple lining but the item is brown, and it heats long.,,
586,cutie ang mga hairpins ok nmn sana lahat kaya lang kulang ang pinadala nyo cloth tissue 4 ang order at binayaran ko pero 3 lang ang pinadala nyo,1,0,0,0,The product is cute but the 4 cloth is not what has been sent, only 3.,,
587,wrong item 2 liters green order ko pinadala 12 liter blue sayang need ko pa naman yung 2 liters,0,1,0,0,Wrong item received 12 liter blue.,,,
588,may butas ung parcel oks naman ung item yupi yupi lang mga boxes at expected ko na may sarisariling balot,1,1,0,0,There is a hole on the parcel, but the item is okay, boxes are yupi yupi.,
589,para siyang laroan but still phone siya yung una ang hirap niya bukas kasi ilalagay namin yung battery pero okay namann sana lang mag tagal,1,0,0,0,It looks like a toy, hard to open to insert the battery.,,
590,okay naman yung product working naman siya kaso nung pagkabukas ko ng package hindi nakaclose yung box ng product medyo kinabahan ako na baka nadamage yung product so far okay naman may 3 levels yung fan although mabilis malowbatt kahit one level lang yung bilis ng fan not packed well,1,1,0,0,The product is working okay but the box is not closed.,,,
591,thank sa pag deliver po  the quality and condition is good  the color is beautiful i like it but the delivery is super duper matagal talaga i ordered last february 1 2023  dumating yung parcel is kahapon po pero thankful naman ako kasi wala siya damaged,1,1,0,0,Super duper matagal delivery, order February 1 and the parcel arrived is yesterday.,,
592,ok na sama ung shoes kaso my color stain,1,0,0,0,There are color stains.,,,
593,hinde nagana ng maayos po understable nman dhil sa price,1,0,1,0,Doesn't work properly because its cheap.,,,
594,you get what you pay for mahina ang fan kita naman sa video na although gumagana sya hindi man lang gumalaw ung buhok ng may suot mas ok pa ung handheld na portable fan sana check din ni seller quality ng item,1,0,1,0,Mahina yung fan because its cheap, and seller must check the quality of the item.,,
595,thank you po ganda sia po,1,0,0,0,The product is ganda,,,
596,the product i got didnt last longer nagkaissue sya sa loob nasunog yung wiring habang ginagamit ko and i was not able to provide a video dahil sa kaba baka sumabog yung purifier,1,0,0,0,The product didn't last longer and there is an issue inside and burnt.,,,
597,medjo disapointed di naman sya deffect pro di ganito ung iniexpect q na ledlights na pang roomand 4meter lng sya and subrang nipissayang,1,0,0,0,The ledlights is not as expected, it is only 4meter and its too thin, sayang.,
598,okay lang naman um maingay sya and may crack i recommend buying the original kahit mahal,1,0,1,0,Okay but noisy and has crack.,,,
599,sana po next time tamang kulay naman ipadala niyo pink po order ko blue pinadala niyo,0,1,0,0,Wanted a pink but a blue has arrived.,,,
600,hindi xa garantisaso yung unang inorder maganda pero etong pangalawa na ay walang plastic cover yung led lights,1,0,0,0,The second product is not good and it has no plastic cover.,,,
601,wrong variation but its okay andito na,0,0,0,0,No specific aspect mentioned.,,,
602,dalawa inorder ko tas dalawang keyboard and mouse pad ang binigay sana man lang pinag iba lalo naman at bumili na ko nung 4 in 1 na gaming combo dahil binigyan naman ako ng killua pad yung isa si zoro eh di naman ako fan ng one piece three ko,0,0,0,0,Mentioning unrelated aspects that cannot be tagged.,,,
603,nokia cover but parang cherry mobile ang apps pero ok na rin,1,0,0,0,Refers to product appearance/features.,,,
604,madaling malowbat no service kahit set na ang mmc ng smart at globe sayang maganda pa naman ang unit,1,0,0,0,Referring to product life.,,,
605,add 1 size 38 order ko di kasya sakin so dapat 39,1,0,0,0,The product does not fit.,,,
606,hay soc 3 bagal mo sana po maayos ang system dyan maganda ang item sana effective sya and tumagal salamat seller and jt,1,1,0,1,Item quality, delivery time, and seller interaction.,
607,i expected na kagaya siya sa na order ko last time pero hindi pala pero okay lang nman kahit manipis barato naman hehe,1,0,1,0,Quality of product and price,,,
608,bawas yung cloud ko nagleak pero mabango super compare sa meow and selena gomez ko nagleak talaga yung cloud eto pa namsn main purpose ng pagbili kooo,1,0,0,0,Quality of the product.,,,
609,oks ediwaw sa pic nakakadisappoint lang na anlayo ng mga inorder ko sa reality pero sge tinda nyo yan ehhh oks nalang saken kase mura lang din ehh,1,0,1,0,Product appearance vs. reality, justified by low price.,,
610,hindi tama ang binigay na size 25size order qo binigay salon 24 na size masikip sa anak qo,1,0,0,0,The product size is wrong.,,,
611,okay bagay lang sa price pwede na din pang jogging nyo thanks shoppe at sa shop na to,1,0,1,0,Product is good for jogging and the price.,,,
612,okay lang maling kulay binigay sakin kulay pink inirder ko binigay sakin dark green,0,0,0,0,The user is only talking about product color.,,,
613,okay naman ang item  hindi lang sya naka bubble wrap  mali din kulay ng baby care set ang inorder ko ay color blue  pero dumating ay pink anyway okay naman nagagamit naman thankyou parin,0,1,0,0,The user is talking about the delivery of the product.,,,
614,medyo manipis dismayado talaga ako sa colorpurple ung order tapos pink na clear ang dumating,1,0,0,0,Mentioning product features and color.,,,
615,not worth it mahina yung electric fan atsaka hindi na bbend,1,0,1,0,Quality of the product and the price.,,,
616,2 inorder ko white and pink medyo mahina yung pink pero ok nmn yung white,1,0,0,0,The quality of the product is being discussed.,,,
617,as you can see sa picture medyo unsafe lang ang dumating na item skin dahil sa walang bubble wrap yupi din ang boxpagdating sa item nagchacharge naman siya ang problem may umuugong sa loob ng fanang aking suggestion ay hope na sana ay yung pinapadala ay may bubble wrap para,1,1,0,0,The user talks about the product and its delivery condition.,,,
618,hindi niya kaamoy yung original cloud sobrang layo ng amoy so if u want to buy a dupe this isnt for you pero the scent is not that bad,1,0,0,0,The user talks about the quality of the product.,,,
619,sobrang nipis lang niya so dont expect na parang uniqlo or hm ung tela niya and kapal and for its price siguro worth it naman sa hm 990 sa uni 1290 so dito ka na kung pang everyday use and pang rider when it comes to packaging okay naman individually,1,0,1,0,Mentioning product material as well as its price.,,,
620,okay naman fast delivery no damage,0,1,0,0,Delivery speed and condition.,,,
621,rubber and canvas maliit po siya sa 38 mukha lang siyang 36 or 37 pero makapal po siya mukhang mejo magtatagal,1,0,0,0,The user talks about the quality of the product.,,,
622,i ordered whiteok nman nsunod kulay pero mdyo mdumi sa neckline yung fanprang 2nd hand tuloy,1,0,0,0,The product looks second hand.,,,
623,ang cuuuute nasa description naman yung size and kung walang size chart nagbibigay si seller kapag himingi ka will order again,1,0,0,1,Cute item and the seller's responsiveness.,,,
624,maliit i order size 36 cause i thought that its a bigger size for me kasi 34 ako dati after ko manganak lumaki ako kunti sumikip lang kunti yung mga gamit ko pero nung dumating order ko na disappoint ako kasi ang liit pala ng sizes nila,1,0,0,0,The product size is small.,,,
625,good quality item pero delayed lang siya pag ginamit na  matagal dumating pero ok yung pagkabalot,1,1,0,0,Product quality and delayed delivery.,,,
626,two wrong issued items received did not get the particular items na gusto ko which is the red football socks  snoopy bib reason kya ako nag add pa ng ibang items to buy the seller did not at least communicate if its ok to replace the particular items i,0,0,0,1,The user is complaining about the seller's service.,,,
627,ok for the price ok naman ang hangin looks like a toy,1,0,1,0,The product and its price.,,,
628,maganda siya matibay tignan kaso mali yung dumating na order sakin 10ribs ang inorder ko pero 8ribs dumating sakin please double check before packing and shipping out your products,1,0,0,0,The product quality is great.,,,
629,hndi po siya nakabubble wrap tapos sira yung cable ng earphone buds d kopa alam kung gagana or hnnd,1,1,0,0,The delivery and product damage.,,,
630,its sweet na may hint ng mentol may naamoy akong mentol at first pero mas nanaig naman yung sweetness niya nung katagalan okay naman sana matagal yung delivery but its fine with me tapos maganda rin naman yung pagkakabalot kaso lang isa lang yung dumating i ordered ariana grande cloud,1,1,0,0,Flavor and the delivery.,,,
631,natanggap ko na po medyo mabigat ung color black 610 siya para sakin pwede na para sa 79 pesos sa bahay lang naman gagamitin thanks,1,0,1,0,Weight of the item and its price.,,,
632,ang layo ng kulay red sa white red ang order ko naiba kung wala pkimessage na lang ako anyway may cp naman akonakadismaya,0,0,0,1,The user expects a message if the color is unavailable.,,,
633,maayos naman siya well sealed very useful sya para sakin so goods to pero yung shop kasi kulang yung mga items na pinapadala,1,0,0,0,The product has use.,,,
634,good ok naman siya sana matibay ito  thank you seller ang bilis dumating,0,1,0,1,Delivery speed and thanks to the seller.,,,
635,parang gamit na sya nay sira ang box then mga remote d na naka well pack pati ang wire ng saksakan may mga sign of usage may ilang gasgas dn,1,1,0,0,Quality of the item and packaging.,,,
636,not bad yung sa color i ordered blue and purple at ung isa green at purple ung natanggap parehong green at purple nakaka disappoint lang kc wala man lang kau pasabi na nd available ung blue at purple ni nd din nkabox kaplastik lang,0,1,0,0,Delivery and packaging,,,
637,smooth the only problem is the packaging hindi naka pack ng maayos yung pnaka lip brush kung ndi ko pa binalikan ung shopee plastic ndi pa sya makkita muntik ko pang maitapon kaya 3 stars lang but the product is good,1,1,0,0,The smoothness of the item, and the delivery condition.,,
638,disappointed ako s a eyeliner nag fade away tinry ko kaso parang wlang tinta,1,0,0,0,Product feature.,,,
639,ayun po may mga damage yung iba sana lang wag magkarashes c babyslaamat,1,0,0,0,Damage of the product.,,,
