Review #,Review,product,delivery,price,service,,,,,
480,hindi naman po sya fast charger napaka sinungaling nyo po sayang lang po ung pera ko po,1,0,1,0,Product and charger is not working,,,,
481,wiw di totally functional basta all goods sya order na kayo guys bilisan nyo na bago magkaubusan po hehe,1,0,0,0,Product working,,,,
482,di ko to nareceivee tatlong items inorder q kulang ng isaaa dalawaaa lng narecieve ko,0,1,0,0,Product received is lacking.,,,,
483,ayan ohh kita nman sunog sya sa tabi ng pindutan pagdating lobat chinarge ko pagka charge ko jusko biglang nlang umamoy buti hndi sumabog grabe ang gusto pa dalin kupa ng jnt hndi namn sana ako nangloloko ayan ohh binuksan ko para makita mo seller,1,1,0,0,Broken product-unsafe,,,,
484,ok triple check po sana mga inoorder sa inyo kahit maliit na difference lang ng price yan same size ang binigay nyo sakin ok na sa ibang color sana hindi na maulit yung ganito sa ibang buyer regalo ko sana to hay naku seller sunod na order ko iayos nyo,0,1,0,0,Seller needs to doublecheck item before packaging,,,,
485,2l purpleblue ang inorder ko pero dumating 850ml pink blue sna check niyo maigi kong ano order bago kayo magpack  nakaka  disappoint,0,1,0,0,Wrong item recieved-different size,,,,
486,mahinang klase two minutes ko lang nasuot nagpunta lang ako ng tindahan napigtas na,1,0,0,0,Low quality product.,,,,
487,di na agad gumana ang hirap kausap ni seller poor service i really need this pero napaka hirap kausapin hahahahah,1,0,0,1,Product broke immediately,,,,
488,disapoint akala ko colored my camera di pala black and white tapos walang camera tapos ung box nka lagay ang mga details like may camera tapos colore di tugma sa itemwalang kwentadapat kung ano ang pinost nyo yan din ang ang pinadalaprang repair na binago lang,1,0,0,0,Not as advertised in details posted by seller,,,,
489,nag mmelt po yung design nya pag na ka bukas yung ilaw nag iinit po mgnda itsura pero pag gnmit na hndi magnda s bata,1,0,0,0,Safety of the product compromised,,,,
490,defective yung isang fan not flexible,1,0,0,0,Product has a defect,,,,
491,jusko hindi man lang nag inet sa tenga ko sira agad not worth it,1,0,0,0,Product broke easily -not worth it,,,,
492,black order ko pero dumating orange tas 2l pero yung dumating 1000ml,0,1,0,0,Wrong item. Wrong color.,,,,
493,i received the lip balm and maaga ko naman sya na received but it looks like it has been used a bit disappointed and dissatisfied it smells terrible,1,1,0,0,Product issues,,,,
494,very disappointed ako may kulang na sticker at puro maling color ang ibinigay sa iba nalang kayo oorder hindi na ako oorder dito hays,0,1,0,0,Product issue-missing and different colors,,,,
495,defective i suggest na wag nyu na isipin pang bumili sa shop na to defective naman binebenta nila masasayang lang pera nyo,1,0,1,0,defective-scam,,,,
496,maganda sana maganda sana bumili dito kaso ung unavailable na order ko na sandals ei hindi pa nai babalik sakin ang tagal ko hinihintay napaka unresponsive ni seller wag nmn kayo ganyan kung unavailable na ung mga product nyo make sure na ilalagay nyo dun kasi grabe abala samin pakibalik,0,0,0,1,Lack of response by seller-no return,,,,
497,manipis na masyado and not foamy at all parang wallpaper nalang talaga,1,0,0,0,Product quality issue,,,,
498,wrong color 2nd order ko na to sa seller na to but dis time super nakakadismayakulang ang item na pinadaladahil nga 2nd order ko na dito di ko na vinidiohan wyl opening the package kasi ung 1st order ko complete namanbut this time kulang ng 3 wipes at garbage bagmali,0,1,0,0,Product missing and wrong color.,,,,
499,30 days unli data order ko ang ibinigay ni seller 30gb,0,1,0,0,Misinformed in the specifications.,,,,
500,o hndi ok ung product peo mabait namn c seller will namn siya,1,0,0,1,Product issue- but seller is good,,,,
501,55 850ml blueorang ang order ko wrong item ang dumating na parcel 1000ml pinkbluedahil need na ng anak ko sa school dko na na return item at mabusisi papki ayos sayang ang payment namin na nag purchase,0,1,0,0,Wrong item delivered and customer need it already.,,,,
502,not good ok sana sya kaso my damage ung dalawang baunanbaka pwedeng papalitan ung dalawa kasi apat sila gagamitung isa basag ung sa takip nya at ung isa basag ung ilalimseller pwede palitan kopo kht anung kulay,1,0,0,1,Damaged items, seeking replacement.,,,
503,wrong item received rong item pinadala nakalagay 2liters tpos 1 liter lang pinadala ng seller sobrang dissapointed tpos ayaw p mg reply ng seller ayaw dn mgpakunswelo wag n kyo umorder dto,0,1,0,1,Wrong item sent, seller unresponsive.,,,
504,disappointed ako kase white yung inorder ko then black yung dumating then akala ko katulad siya ng ibang sapatos na malambot yung pinaka katawan but it turns out na para lang siyang net 39 size ko at sakto lang siya sana di sumakit paa ko pag sinuot nang matagal,1,0,0,0,Wrong color delivered, quality not as expected.,,,
505,1010 nakakawalang ganasira na yong black nung pag bukas namin sa balot tapos yong rose gold gumana sana kaso hindi naman nakakatanggal ng buhok sa kili,1,0,0,0,Defective item upon arrival.,,,,
506,sana man lang inayus nyo ang delivery package nyo yupi yupi po yong item sayang yong bayad,0,1,0,0,Poor packaging.,,,,
507,damaged bket nmn ganito pnadala nyo di nyo ba chinecheck bgo nyo iship mbilis nga dumating pro ganyan nmn,1,1,0,0,Damaged item upon arrival.,,,,
508,nakakainis hindi gumagana earphone kakaorder kolang,1,0,0,0,Defective earphone.,,,,
509,halatang madaling masira pero syempre what do you expect sa mumurahin pero hindi ko lang inexpect na ganito kapoor quality like masusuot mo pa ba toh pero fast shipping,1,1,0,0,Poor quality, but fast shipping.,,,
510,bad maling color ng tumbler ang dineliver color green dapat ung malaki pero pink ang dumating ung maliit na tumbler ok nmn kaso kulang ng straw grabe naman po kau d nyo chinechck items bago nyo bgy sa rider pangit omorder sa inyo nakakapag sisi,1,0,0,0,Wrong item delivered, missing parts.,,,
511,na ahh not so good yung ganap ng phone i ordered gray color ng dumating red battery hindi ganon natagal signal super bad niniisip ko block signal sa bahay pero hindi naman goods naman sa ibang phone ko palaging naka searching mode need ilipat almost a minutes bago magkaroon,1,0,0,0,Phone issues: battery, signal problems.,,,
512,ang pangit ng itemim very disappointed hindi sya gumaganamaganda lng sya sa pic pero hindi mn lng mg on,1,0,0,0,Defective item.,,,,
513,ang dami ko order 6pcs bench brief boxer parehas kulay doble boxer short bench body tsaka hm pero bench body pa rin pinadala pare parehas kulay anu kaya yun 1 star sa seller badtrip ka haha,0,0,0,1,Incorrect order.,,,,
514,bukod ang tagal dumating e iba iba p ung foam may mkapal at may manipis tas kapag sinuot mu ung mga foam nadedeformhaist ang ganda sana ng designsyng ang pera d worth it sorry,1,1,0,0,Poor quality and packaging.,,,,
515,not good akala ko 2l bakit 1l lang dumating tsaka green ang order ko bakit blue ang dumating paki ayus naman po sa susunod na disapoint ang pamangkin ko,0,1,0,0,Wrong item and color delivered.,,,,
516,super tagal dumating at hindi maayos ang packaging kaya yong first layer nasira ang laman nakakadisappoint hoping nextime maayos na ang packaging lalo na malayo pa ang pinanggalingan,0,1,0,0,Very slow delivery, poor packaging.,,,
517,manipis at sira sira ang diaper not recommended base on my experience believe me,1,0,0,0,Poor quality.,,,,
518,low quality nakakadisappoint sayang pera pag number 1 wala mn lng maxadong hangin bumili nlng kau pamaypay or di kaya karton mas may hangin pa,1,0,0,0,Low quality.,,,,
519,very disappointed with the item order some of the adhesive wallpaper are old hindi na siya dumi dikit natatanggal na ang papel niya sa likod at iba iba pa yung size hindi mag kapareho pinag ipunan kopa naman ito but sayang lang yung pera binayad ko not recommended seller,1,0,0,0,Poor quality, old adhesive wallpaper.,,,
520,poor quality defective sayang ang pera hindi na gumagana hindi nagamit na scam ako dito,1,0,0,0,Defective item.,,,,
521,cheap plastic material bilis masira,1,0,0,0,Cheap material.,,,,
522,very poor 1 week pa lang di na sya agad marunong lumiko then humina na din agad pag andar nya,1,0,0,0,Poor quality, stopped working quickly.,,,
523,maganda so for yung quality kaso lanh yung packaging di maayos nasira tuloy yung isang fan na binili ko durog box plus wala pa yung isang charger,1,0,0,0,Damaged packaging, missing charger.,,,
524,damaged yung device nakakatamad na lang gawin yung process nung return kaya wala na hayaan na lang minalas lang 1st time makatanggap ng device na defective buti eto lang,1,0,0,0,Damaged device.,,,,
525,di po umiilaw ng buosayang ang paghihintayvery dissappointing,1,0,0,0,Defective item.,,,,
526,nakaka dis appointed kasi di cya ang size na inorder qu 39 naging 36,1,0,0,0,Wrong size delivered.,,,,
527,good naman na sya sa price kase mura lang kaso na dismayan lang ako kase 2 colors order ko but then same color lang sya and para syang magic lipstick ganon,1,0,1,0,Wrong color, poor quality lipstick.,,,
528,bad ung left side lang ang gumaganatas umiinit ung right side n walang hangin na lumalabas,1,0,0,0,Defective item.,,,,
529,maganda naman yong items kaya nga lang kulang yong ipondala sakin ihhh exited pa naman akoo sa order ko,0,0,0,0,Items missing,,,,
530,ok nmn po naidlvr walang damage kaya lng po order ko 1 pcs 2l at 1 850ml bakit po pareho ang dumating nakakainis lng po tama nmn binayad ko,0,1,0,0,Incorrect item delivered.,,,,
531,next time svhin nio ung totoo nkalagay sa adds nio cotton wala nmn katotohana mkapagbenta lang kau khit hindi totoo wag niong gawing tanga ung mga buyer nio,0,0,0,1,False advertising,,,,
532,hindi sya natutuyo kahit i uv light mo na ang light ng color nya kahit naka 4 coat kna ganun pa din ung kulay,1,0,0,0,Doesn't dry properly.,,,,
533,lintek after ilang linggo lang biglang hindi na gumana yung row ng letters zxcvbnm at few numbers this is fvcking awful,1,0,0,0,Keyboard stopped working.,,,,
534,from 5 stars to 1 i cameback for feedback waste of time kung mag ask ng replacement twice plng ngamit di na gumana ung fan di sya lowbatt kc lakas pa ng ilaw tska amoy sunog na agad inopen ko lobo ung batt sana po my quality check po kau,1,0,0,0,Short usage, amoy sunog.,,,
535,sa napaka raming mora na aerpod ito yung worth php290 na jbl tapos basag i hate this item promise kaya di ko ginagamit dahil delay din yung bluetooth transfer ng audio wt,1,0,1,0,Worthless item,,,,
536,not responsive sellerdeffective items wag na kayo bumili ditosayang pera,0,0,0,1,Not responsive defective,,,,
537,yupi yupi yung box madali lang din ma lowbut tas mahina lang yung buga ng hangin not satisfied,1,1,0,0,Yupi, madali ma lowbat.,,,
538,check nio item niyo bago nio iship sira pareho ni ayaw ma open sayang lang pera ko abala rin kung ibabalik pa to,1,0,0,0,Sira before shipment,,,,
539,im very dissatisfied about the quality of the producthndi exactly ung makkita nyo sa picture nila kita nyo nmn jan sa picture and video na may mga puti puti sa ibang parte na parang dumi and flat ung bottom surface unlike sa pic nila na razor ung bottom surface also,1,0,0,0,Not satisfied,,,,
540,i want to request a return nagpadala si seller ng magkaibang brand ng item until now d nasagot sa concern ko the green is okay ung quality maganda sya vaneless the white one is right side ng fan d nagana i want to return this white please seller sumagot ka,1,0,0,1,May sira isa tas d sumasagot,,,,
541,5sets yung order ko tapos 5pcs na hairclip na sira sira ang dumating sobrang daming chat ko na kay seller pero ilang days bago mag reply binyaran ko ng 33 pero 298 lang ang refund sa shopee pay next time i double check niyo mga items nyoang tagal na nganga,1,0,0,1,Sira dumating tapos tagal reply,,,,
542,bat di po nagcharge sayang pera kaumay naman di nagcharge kakainis sayang pera,1,0,1,0,Di nag charge sayang pera,,,,
543,same item baited ako doon sana man lang magkaiba laman pouch and box ang ad same product din pala papadala nyo fool me once shame on you,1,0,0,0,Same item baited ako,,,,
544,sira yung item sa mystery pouch at mystery box nakaka dismaya,1,0,0,0,Sira daw mystery box,,,,
545,very poor ang service kulang ung pinadalang item wala man lng message n kulang ipapadala kahit message mo si seller hindi na reply wag na po kayong mag purchase s store na ito very irresponsible s kanyang customer,0,0,0,1,Kulang ipinadala,,,,
546,disappointed aq kasi purpleblue n hindi transparent ang orde q pero ang pinadeliver ni seller purple na transparent,0,0,0,0,Wrong color ang dumatung,,,,
547,ok sobrang na disappoint ako looking forward ako mareceive to then pgdating wrong product binigay nila facestick in cocoa ang inorder ko tapos concealer na cocoa shade dumating di ko naman magamit kasi di compatible shade sakin gusto ko sana ireturn pero paalis na ko hassle na nakaka sad kasi,0,0,0,1,Sobrang dissapointed sa color,,,,
548,pag open ko ng sealed nya ang baho ng amoy parang amoy goma na ewan but ung mismong nasa loob nya mabango nman na nkakaumay thats all thank you,1,0,0,0,Amoy gamot,,,,
549,my order has been tagged as delivered yesterday even i did not receive any item today lng naideliver napakaunclear ng explanation ng rider when i asked bakit ganun ang nangyari when in fact its their negligence obviously flash express super poor service,0,1,0,1,Poor flash express service,,,,
550,sira ung eye shadow nung dumating,1,0,0,0,Sira ung eye shadow,,,,
551,mali naman binigay mo seller nakakadismaya di tuloy ako happy nakakapanghinayang pa hayssss kainis naman seller nako walang mag oorder sayo pag ganyan,0,0,0,1,Di happy sa binigay,,,,
552,ok i already bought this product actually third time ko ng ng pirchased kay seller kaya i assure na satisfied ako sa quality the bad thing is the shipment it takes 3 weeks in shipping di ko na binuksan ireregalo ko kc yan,1,1,0,0,Mabagal pinadala,,,,
553,ok nmn ung item kya lang 2 black order q kaso ang dumating 1 black at 1 navy blue d cya parehong cottonsna next order same order poslmat,0,0,0,0,Mali item,,,,
554,terribly poor to the poorest ni hindi man lang magcomply ng maayospuro automatic mes ang sinesend hindi nman ganun kamahalan pero pera parin un na nasayangmalamang marami ng nascam ang seller na to kaya hindi na xah nagrereply ng maayos,0,0,0,1,Hindi sumasagot ang seller scammer,,,,
555,maganda sana kaso maling size pinadala pinag tiyagaan ko nalang kasi need ko na gamitin ang hassle if ibabalik pa,0,0,0,0,Maling size pinadala,,,,
556,disappointed maraming kulang na items mahal pa yung shipping fee oki sana kung pati fee sa shipping ni refund,0,0,0,0,Maraming kulang item,,,,
557,kulang kulang amp tapos same color pa binili ko pink brown and black binigay sakin black lang,0,0,0,0,Kulang-kulang ang pinadala,,,,
558,3xl order ko 2xl ang dumating tumal,0,0,0,0,Maling size pinadala,,,,
559,nakakainis napagalitan pa ako ni mama kase nag sayang ako nang pera i chacharge ko palang sira na agad ano yun gagamitin ko pa naman sa pag nag sschool akonakakainis di man lang nag isang araw sana ma refund to kasi sayang pera ko sana i check nyo muna item,1,0,0,0,Di nag charge nasira agad,,,,
560,minsan mo lang magagamit sa second time na gagamitin mo di na makahigop ng dumi hihi,1,0,0,0,Minsan lang nagagamit,,,,
561,okay naman yung quality ng dumating ang kaso lang hindi ito ang inorder ko 2l na black yung binili ko iba yung dumating 1100ml na color blue to mas malaki sana yun gusto kong product kaya two liter the pinaship ko kaso diff pinadala although upon checking same price lang,1,0,0,0,Not the color ang inorder,,,,
562,tnx sa nagdeliver napa aga ang dating pero yong ibinigay na order ko ay may isang mali na sizeang order ko ay 2pcs size 36 3pcs size 37 2pcs size 38 ang ibinigay sa isang 38 ay 37 dapat double check niyo nakaka dismaya,0,1,0,0,Mali size,,,,
563,no good late rate maganda ang feature sana kaso nagkukusang mag stop ang sa right headset gosh walang matino gadget sa shopee maorder pag 2nd order ko na same problem nagkukusa mag off power,1,0,0,0,Nasira agad ayaw tumigil,,,,
564,hindi nakakatanggal ng unwanted hair so sad,1,0,0,0,Hindi nagwowork,,,,
565,ambilis masira nung payong kakabili ko lang a month ago and thrice ko palang ata nagagamit sira na agad siya,1,0,0,0,Nasira agad ung payong,,,,
566,sira sayang ang pera dito ichat mo ang seller paulit ulit sinasabi e hard reset e wala ngang pagbabago ganun padin stock logo at ndi na maopen mas maganda kung original tablet na mismo bilhin kesa ung ganto na may factory defect na back job wala ng magagawa lalo at,1,0,1,0,Sira ung item hindi na mag oopen,,,,
567,dark blue un order ko l size grey ang dumating n ang liit m size,0,0,0,0,Mali size mali kulay,,,,
568,terrible i have to charge the fan for a long time pero saglit ko lang nagagamit also wala pang 1week sira na agad wrong color and wrong brand this looks nothing like in the picture mukang laruan ng bata terrible quality din,1,0,0,0,Terrible quality wrong item,,,,
569,hindi ko po mairerecommend hindi po gumagana ung mic dalawa pa mandin ung binili ko,1,0,0,0,Hindi gumagana ung mic,,,,
570,wag kayong bibili dto please lang kung ayw nyo masayang pera nyo madaming hidden issue sana nag inform sa description na pang wifi lng di sulit wag kayo bibili please please please pleeeeeeeeaaaaasssee,1,0,0,0,wag bumili daming hidden issue,,,,
571,hoi 15 items lahat order ko 14 lang yung dumating di kompleto,0,0,0,0,kulang items,,,,
572,ok yong umbrella gusto ng wife ko but very much disappointed sa tagal bago dumating so far ito yong pinakamatagal ma send na binili ko sa shopee,0,1,0,0,Matagal deliver,,,,
573,incomplete item hindi marunong magreply at magbasa ng message si seller need refund pero deadma lang sya hays tgal ko pa inintay tsk,0,0,0,1,Incomplete tapos hindi magreply,,,,
574,sayang ang pera sa order d2 sa seller sira nagvivibrate ang air purifier nya malakas nakakatakot gamitin baka magkasunog pa delikado,1,0,1,0,Sira natatakot gamitin,,,,
575,wag na kayo bumili scam to wala nga akong proyiba kasi di ako maka pag upload pero please dapat aware kayo sa mga ganito gagawa ng peke para ebenta sa online shop at sguradohin nyo na lagi kayong tumitingin sa mga reviews sayang lng ung pera ko di ako maka,0,0,0,0,Scam seller,,,,
576,eto ang di ok kasi unang gamot ko bali agad at msyadong maliit pala tlga akala ko tuloy naoutol pa pilik ata ko i think wag nlng po mag benta ng ganito nkakapanghinayang lang haha,1,0,0,0,Di maayos ung item,,,,
577,walang kwenta ang daling malowbat tapos ang hina pa ng volumethe product is low quality,1,0,0,0,Mabilis malowbat ung item tapos ang hina,,,,
578,hindi siya gaya nung nasa picture mali yung dumating hindi gaya nung sa picture 1liter lang ang dumating 2l ang order ko,1,0,0,0,Mali item pinadala tapos hndi pa ung katulad sa picture,,,,
579,so disappointed nko guys wag na kayo ulit oorder sa shop natoh nakkaainis,0,0,0,0,Mag oorder sa shop nato,,,,
580,maganda ang itsura nya kaso nadismaya ako mas malakas pa ang vibrate nya kesa sa hangin kahit na ka full charge na ganun padin ang hina ng buga ng hangin,1,0,0,0,MAs malakas vibrate kesa sa hangin,,,,
581,nakaka disappoint basag na agad yung ring light yupi na yung tripod stand di na magamit bagal pa magresponse very disapointed talaga,1,0,0,1,Basag agad bagal pa magresponse,,,,
582,rose gold rose gold daw pero hindi rose gold color i choose photochromic pero hindi siya photochromic little bit disappointed,1,0,0,0,Hindi ung color na inorder,,,,
583,low quality luma pa sa luma ang laman ng item imagine galing pang overseas pero ganun lang,1,0,0,0,Low quality tas luma pa,,,,
584,bad sobrang naka dismayakasi sira yung na recieve kodi talaga mapakinabangansayang ang perasa mga balak na bumili huwag na kayo mag sayang ng pera kasi pa swerte swerte lang mamigay ang sellerat di na yan maisaulibut thanks pa din kay riderso bad talaga ang seller at ang items,1,0,0,1,Huwag na bumili kasi di na mapakina bang gan tas paswerte,,,,
585,wrong color2 green ko isang orang isang green pinadala,0,0,0,0,Maling kulay,,,,
586,shipped immediately kamukha ng nasa picture may glue na kasama kaso hindi matibay yung glue wala pang 24 hrs tanggal agad kaya pala mura may punit sa video dahil sa pagbukas ko so careful kayo sa pagbukas hehe,1,1,0,0,Agad nasira ung glue,,,,
587,poor di gumagana yung mouth piece,1,0,0,0,Di gumagana ung mouth piece,,,,
588,ang gaganda ng mga sliper nagustohan ko at ang kapatid kopati anak koall item is good recoment this shop nag sent ng pic si seler baga ma sheep thankyou antill next orderdito na kayo sa shop na to mura na maganda pa mga product first tym ko nag order,1,0,1,0,Good product and good recomend,,,,
589,kahit mali size makabenta lng hay nakod nq oorder dto,0,0,0,0,Mali size binigay,,,,
590,not worth 799 kaya ako nag order dito kasi sabi nila worth 799 and up ang makukuha na price tapos cord lang pala matatanggap ko wag na po kayo mag order sa shop na to budol to not worth 799 ang product like sa sinabi nila,1,0,1,0,Cord lang ung tanggap,,,,
591,mali yung color white ang naka lagay black ang na receive ko,0,0,0,0,Black ung pina deliver tapos white ung order,,,,
592,wrong color po ang dumating i ordered pinklight blue violetblue po ang dumating,0,0,0,0,Mali kulay,,,,
593,mali yung na deliver sa akin pero the rest tama naman at maganda naman quality ng product nila di lang ako satisfied dito sa tatlong item na naibigay sa akin,1,0,0,0,The rest maayos,,,,
594,i received it earlier pero now dina gumagana nung nalobat na kahit icharge dina gumagana yung fan even yung light sayang pera ko whajwhjahhaja if i were u huwag na kayo umorder,1,0,0,0,Di nagccharge tas sira agad,,,,
595,dont buy sobrang lambot po nung table bumigay po yunf unang lagay ko ng laptop ko,1,0,0,0,Madaling bumigay ung table,,,,
596,bad jusko 2 ang inorder ko pag dating sira ang mic both tapos sira di ang volume ng mic dont buy here,1,0,0,0,Sira ung item tapos sira din ung volume,,,,
597,maliit panget ng box and sobrang hina,1,0,0,0,Panget box tapos sobrang hina,,,,
598,bulok sira sya di ngana wag n kayo bumili abala pag irerefund and return ko buset,1,0,0,0,Sira item tapos huwag na bumili,,,,
599,cra ung pangsaksak nya buti my extra kming ganon,1,0,0,0,Sira pangsaksak,,,,
600,mali din po ang item na pina ship nyo sana po nextime ipaalam nyo po sa buyer,0,0,0,0,Mali item sinhip,,,,
601,replica ganda na sana ng phone kahit imitation lang kaso di lang niya kaya i copy o ma i display man lang ang mga contacts ko from my tm sim card tsk tsk,1,0,0,0,Focuses on the functionality of the phone (product).,,,,
602,hindi po sya rechargeable madali masira di man lang umabot ng 1week periodt,1,0,0,0,Focuses on the product's battery and durability,,,,
603,basag dumating sakin yung lens hindi ko alam kung sa pagkahulog ba ng rider sa parcel ko or sa shinip na parcel na talaga yung basag black order ko pero blue dumating tamad pa ng rider na nagdeliver kaaxarpero goods naman tnx pa rin,1,1,0,1,Mentions a damaged product and wrong color delivered. Also, the rider is described as lazy.,,,
604,good iba ang binigay na design nakaka disappoint sana next time mag inform kayo but any way wala ng next i dont trust this shop anymore,0,0,0,1,Focuses on the seller sending a different design than ordered, leading to distrust.,,,
605,diba dapat every mystery pouch my lagayan hindi ung nkalagay sa isang lagayan lang ng jt na plastic pa sino ba nagpapack ng item ung shopee mall o ang jt paano maging interesting ung item nyo kung ganyan ang mystery pouch nyo walang sariling pambalot,1,0,0,0,"Review about the packaging and lack of individual wrapping for a ""mystery pouch"" affecting its appeal",,,,
606,walang kwentahindi gumagana bumili pa ko ng bagong battery eveready and energizer na battery pa wala tlga sayang lng pinambili ng battery mas mahal pa battery kesa dito s item na to ano nga nmn mapapala ko nainis lng ako next time seller try mo muna kung gumagana o hindi,1,0,1,0,Product doesn't work, and the cost of a new battery exceeds the item's value.,,,
607,please explain open na sya tas ung mittens kulang2 wala pang lagayan andami ko pang inorder kawalang gana,1,0,0,0,Focuses on missing parts (kulang) and lack of proper packaging,,,,
608,akala ko mglast for 12hrs 1 or 2 hrs natatanggal cnubukan ko xa upon received ko pinatagal kopa ng 10mims s lips ko bago wipe ng tissue natanggal lng,1,0,0,0,Mentions how long the product lasts.,,,,
609,none sobrang hina ng hangin fake na fake not worth buying diko alam san galing ung mga review neto scam,1,0,1,0,Weak airflow, likely a fake product. Mentions not worth buying it.,,,
610,good wrong color im not happy order din sakin ito kaya hind aq masaya sa maling kulay na pinadala ni seller sana nag chat muna sya kung hind available ang color,0,0,0,1,Wrong color sent and that the seller should have checked first.,,,,
611,goodevening po hindi po lahat umilaw mas madami unf hindi umilaw kesa sa umilaw lang kung pwede po palitan kac sayang din po binayad ko,1,0,0,0,Product doesn't fully light up, rendering it defective,,,
612,bad avoid sayang pera niyo naniwala ako sa ibang review dito pero mukhang puro peke reviews lang gps does not work 1 sim slot does not work charger is so slow screen response is so slow battery life sucks memory ram is not even 4gb maybe even just 2 it,1,0,1,0,Multiple product defects, GPS and SIM slot not working, slow charging, bad battery, not worth the money.
613,pwede ba 0 star 10 meters inorder ko pero 5meters lang pinadala ni seller hanggang sa nag auto received na lang chat ako ng chat sa seller walang update hindi nya nirefund pera ko kahit nagrequest ako ang bobo nakakadismaya 1st time buyer ko pa naman sa shop na to,0,1,0,1,Seller sent only 5 meters instead of 10, no response to chats, and no refund,,
614,i dont really like it napaka plastic tapos anggaan sobra sa paa akala ko nmn yung katulad sa mga gawa ng local product yung magagandang material sis no kaya nagulat ako unti lang differrence kaya ayun dun nalang ako bibili sa local product,1,0,0,0,Material is plastic, too heavy,,,
615,items defected di maganda ang tahi,1,0,0,0,Item is defective and has bad stitching.,,,,
616,too small sa size 32 ang liit sa size 32 mas kasya ko pa size 38,1,0,0,0,Item size is too small.,,,,
617,walangya kahit kinancel na shinipped out parin,0,1,0,0,Item shipped out despite being cancelled.,,,,
618,amoy rubber nakabili ako dati ng inspired perfumes pero ang bango at oil based pag bukas pa lng ibang amoy ang bumungad sakin  disappointed,1,0,0,0,Product's smell is unpleasant.,,,,
619,nakakalungkot lang 2nd order ko to pero my damage yung slipper nag remind pa ako na paki ingatan yung mga orders ko ang pangit tuloy kasi my sira hayyys,1,0,0,0,The item received has damage.,,,,
620,dont buy this i have bad experience with seller they shipped a damaged item it was so disappointing they shouldve send first the item before shipping when i requested for return they asked me to ship it myself to jnt hassle na gagastos ka pa ng pamasahe never ever buy,1,0,0,1,Seller shipped a damaged item and customer needs to shoulder shipping fee for the return.,,,,
621,good maganda syasana naman d sya ung sumisingaw pag nilakadmedyo sikip pa pero luluwag pa nman cgurothank you shoppe,1,0,0,0,Product is good but has a defect and is too tight,,,,
622,ok naman appearance and color pero yung material quality di ganun ka ok tska small yung sizes nila 38 na dipa magkasya sakin pero yung avon bras 36 lang naiisuot kuna akala ko kasi kung lalakihan ko kakasya nakaya 1 star lang sakin,1,0,0,0,Appearance and color are okay, but material quality is not good and sizes are small,,,
623,really wanted to process refund for this kaso sobrang hassle intermittent connection nya sa bluetooth it restart and disconnects on its own,1,0,0,0,Problem with bluetooth connectivity.,,,,
624,ang hirap iconnect nag aautomatic din sua nag ddisconnect at namamatay dami po naming stress tatlo pa naman,1,0,0,0,Difficult to connect, automatically disconnects and shuts down,,,
625,the product is not goodmadali masira,1,0,0,0,Product is not good and easily damaged.,,,,
626,cute lang sya pero super delay ng response ng mouse kahit iadjust and settings at masyadong maingay rin pag kiniclick halos di ko rin napakinabangan so di sya sulit kahit mura yung mousepad lang nagagamit ko kasi almost useless yung mouse due to poor performance and quality,1,0,1,0,Mouse is cute but has delayed response and is noisy, not worth it.,,,
627,ma daya hindi naman 10meter yung wall paper yung una na bili ko kala ko nag kamali lang yun pala 5meter lang talaga dapat nilagay nila 5 meters lang hindi ten,0,1,0,0,Wallpaper is not 10 meters as advertised.,,,,
628,mali ang kulay n pinadala white ang order q peo black ang pinadala,0,1,0,0,Wrong color sent.,,,,
629,works not longlasting tho this is an honest review po kind of disappointed lang i am an avid buyer here pero omg hindi consistent yung fragrance okay naman first two orders ko kaya confident ako bumili ng dalawa in one go nakakahilo yung amoy and nacompare ko pa sa una,1,0,0,0,Fragrance is not long lasting and not consistent.,,,,
630,kahapon narecieve ko ung order ko  pero di sya magkapares di pareho ang sizes chat ko agd tong seller nito pero til now walang reply kahit na nakaonline naman siya maganda sana kaso di mo din magagamit dahil maliit sakin ung isang tsinelas,1,0,0,1,Sizes of shoes are not the same and the seller is unresponsive.,,,,
631,no battery includedhndi gumagana yung fan at mirror,1,0,0,0,No battery included and fan and mirror is not working.,,,,
632,wrong size makapag benta lang tong seller na to eh,1,0,0,0,Wrong size was sent.,,,,
633,mahina audio mahina audio kahit itodo mo volume sa phone mo di gumagana yung isang side pag ginamit mo ng sabay di man lang secure yung packaging nakabubble wrap envelope lang tho di naman ako nageexpect ng super maganda quality pero at least sana maayos man lang diba,1,0,0,0,Weak audio and insecure packaging,,,,
634,this is an edited review ik nag review ako na maayos dumating yung item kasi pagdating na pagdating tenisting ko talaga to make sure kasi malayo loc ko baka na damage pero hindi naman kaya nga nagbigay ng maganda review but suddenly nung gagamitin ko na talaga siya bigla nalang,1,0,0,0,Item worked when first tested, but stopped working later,,,
635,5mins palang gamitin nagiinit na ung sakin and di ko na magamit need ko pa magwait ng 1 hr and more base sa reply ng deerma 10mins before cool down ito ung paulit ulit nila sinasabi kahit ang concern ko ay ung sakin wala pang 5mins ang init na,1,0,0,1,Item overheats quickly and seller's response is unhelpful,,,,
636,manipis yung cloth the quality is good for the cheap price,1,0,1,0,Cloth is thin but the quality is good considering the price.,,,,
